claim_id,family_id,child_id,provider_id,program_id,eligibility_id,employee_id,geo_id,enrollment_date,end_date,subsidy_amount,payment_status,attendance_days,enrollment_count,waitlist_count,recertification_count,termination_count,attrition_count,target_enrollment,actual_enrollment,attendance_rate,avg_program_duration_days,compliance_status,referral_count,family_participation_score,case_manager_id,last_updated_timestamp
CLM_010314,FAM_001343,CH_000550,PRV_001017,PGM_00426,ELG_003585,EMP_000781,GEO_0121,2023-06-14,2026-05-11,4674.58,Paid,15,1,4,1,0,2,95,258,49.32,40,Non-Compliant,5,96.49,EMP_000298,2025-11-14 15:16:57.157094
CLM_010315,FAM_001044,CH_008435,PRV_000722,PGM_00136,ELG_000717,EMP_000132,GEO_0190,2021-08-21,2026-01-31,361.4,Denied,59,1,5,1,0,0,284,271,73.65,125,Non-Compliant,9,43.27,EMP_000921,2025-11-14 15:16:57.157094
CLM_010316,FAM_002225,CH_006132,PRV_002238,PGM_00239,ELG_002777,EMP_001131,GEO_0142,2020-01-05,2026-03-26,4263.08,Pending,62,1,2,0,0,2,187,54,51.31,27,Compliant,1,12.1,EMP_000506,2025-11-14 15:16:57.157094
CLM_010317,FAM_001303,CH_007090,PRV_001543,PGM_00405,ELG_003308,EMP_000685,GEO_0178,2022-08-13,2026-04-09,4127.48,Pending,8,1,0,0,0,2,166,5,39.06,167,Compliant,10,5.53,EMP_000446,2025-11-14 15:16:57.157094
CLM_010318,FAM_002444,CH_004166,PRV_000685,PGM_00405,ELG_000715,EMP_000021,GEO_0073,2018-02-21,2026-03-06,4456.28,Denied,128,1,3,3,0,2,122,131,93.97,249,Compliant,3,69.64,EMP_001223,2025-11-14 15:16:57.157094
CLM_010319,FAM_000921,CH_004337,PRV_000078,PGM_00340,ELG_002880,EMP_000451,GEO_0170,2023-09-18,2026-03-15,1336.64,Paid,8,1,2,2,0,0,50,152,34.19,202,Non-Compliant,9,15.11,EMP_001120,2025-11-14 15:16:57.157094
CLM_010320,FAM_002451,CH_000474,PRV_002060,PGM_00040,ELG_001629,EMP_000983,GEO_0070,2023-09-04,2026-11-07,4710.2,Pending,30,1,8,3,0,1,288,74,98.4,98,Pending,2,77.64,EMP_000552,2025-11-14 15:16:57.157094
CLM_010321,FAM_000366,CH_005127,PRV_002869,PGM_00411,ELG_001627,EMP_000613,GEO_0144,2018-11-04,2026-03-05,4845.23,Pending,133,1,1,0,0,2,136,42,89.75,20,Compliant,2,14.76,EMP_000091,2025-11-14 15:16:57.157094
CLM_010322,FAM_001694,CH_009246,PRV_002105,PGM_00296,ELG_003890,EMP_000496,GEO_0032,2017-04-19,2026-09-23,861.89,Paid,119,1,5,0,0,0,76,105,85.68,230,Non-Compliant,1,43.23,EMP_001326,2025-11-14 15:16:57.157094
CLM_010323,FAM_001965,CH_002781,PRV_000139,PGM_00282,ELG_002956,EMP_000720,GEO_0158,2018-05-26,2026-02-12,823.78,Denied,32,1,5,0,1,2,111,71,41.75,211,Pending,6,24.14,EMP_000945,2025-11-14 15:16:57.157094
CLM_010324,FAM_000845,CH_002903,PRV_000267,PGM_00499,ELG_002329,EMP_000607,GEO_0081,2023-02-19,2025-12-31,3938.93,Paid,155,1,10,3,2,2,88,270,71.92,208,Compliant,3,30.39,EMP_000259,2025-11-14 15:16:57.157094
CLM_010325,FAM_000388,CH_002424,PRV_000733,PGM_00430,ELG_002236,EMP_000431,GEO_0182,2019-08-02,2026-02-11,4197.05,Denied,115,1,0,1,0,1,167,21,35.46,332,Non-Compliant,10,89.67,EMP_000352,2025-11-14 15:16:57.157094
CLM_010326,FAM_000138,CH_003238,PRV_002078,PGM_00221,ELG_001082,EMP_000352,GEO_0072,2018-02-23,2026-08-14,2623.98,Pending,30,1,1,3,0,1,194,239,78.77,272,Non-Compliant,1,69.48,EMP_000818,2025-11-14 15:16:57.157094
CLM_010327,FAM_000124,CH_002773,PRV_002216,PGM_00235,ELG_000564,EMP_000867,GEO_0147,2025-10-31,2026-07-01,4010.04,Pending,108,1,1,0,0,2,260,7,31.9,351,Non-Compliant,1,21.59,EMP_000195,2025-11-14 15:16:57.157094
CLM_010328,FAM_002975,CH_008299,PRV_001210,PGM_00303,ELG_003938,EMP_000871,GEO_0123,2024-03-29,2026-03-31,2204.61,Paid,77,1,10,3,0,2,84,94,61.62,329,Pending,10,62.46,EMP_000225,2025-11-14 15:16:57.157094
CLM_010329,FAM_001719,CH_008537,PRV_001464,PGM_00307,ELG_000809,EMP_001441,GEO_0106,2023-09-25,2026-09-16,2236.08,Paid,97,1,4,0,2,2,94,265,49.02,115,Pending,3,50.46,EMP_000894,2025-11-14 15:16:57.157094
CLM_010330,FAM_002843,CH_005124,PRV_002418,PGM_00034,ELG_001534,EMP_001089,GEO_0110,2024-02-27,2025-11-24,1892.64,Denied,168,1,1,2,0,2,91,226,29.02,304,Compliant,2,37.26,EMP_000574,2025-11-14 15:16:57.157094
CLM_010331,FAM_001994,CH_004358,PRV_000084,PGM_00269,ELG_001282,EMP_000384,GEO_0056,2018-04-27,2026-05-28,773.91,Paid,154,1,7,1,0,2,207,71,80.2,286,Compliant,1,87.83,EMP_000780,2025-11-14 15:16:57.157094
CLM_010332,FAM_000342,CH_007964,PRV_002282,PGM_00297,ELG_002905,EMP_000869,GEO_0112,2021-04-18,2026-07-28,475.67,Denied,146,1,6,1,2,2,201,135,48.21,125,Pending,7,15.4,EMP_000297,2025-11-14 15:16:57.157094
CLM_010333,FAM_001903,CH_004179,PRV_001593,PGM_00422,ELG_003588,EMP_001038,GEO_0165,2025-05-04,2026-02-01,3215.16,Denied,46,1,7,3,2,1,91,42,93.14,203,Pending,6,21.56,EMP_000279,2025-11-14 15:16:57.157094
CLM_010334,FAM_000806,CH_000420,PRV_000115,PGM_00118,ELG_001132,EMP_000153,GEO_0172,2022-06-20,2026-03-19,1759.28,Denied,50,1,8,2,1,0,102,32,77.15,138,Compliant,1,10.18,EMP_000865,2025-11-14 15:16:57.157094
CLM_010335,FAM_000325,CH_002142,PRV_002660,PGM_00351,ELG_001801,EMP_000101,GEO_0025,2021-01-08,2026-02-10,3840.24,Denied,101,1,2,0,1,0,273,213,42.78,365,Compliant,8,53.07,EMP_000991,2025-11-14 15:16:57.157094
CLM_010336,FAM_000477,CH_000772,PRV_001266,PGM_00070,ELG_002673,EMP_000413,GEO_0126,2022-02-02,2026-11-07,3657.86,Paid,104,1,0,1,2,0,89,122,73.56,69,Pending,5,12.02,EMP_000145,2025-11-14 15:16:57.157094
CLM_010337,FAM_002559,CH_003562,PRV_000781,PGM_00283,ELG_001924,EMP_000701,GEO_0126,2019-08-12,2026-07-17,3454.4,Paid,44,1,6,0,1,2,268,48,83.98,130,Compliant,1,31.52,EMP_000871,2025-11-14 15:16:57.157094
CLM_010338,FAM_002234,CH_006400,PRV_000030,PGM_00153,ELG_000448,EMP_001057,GEO_0108,2019-08-16,2026-07-03,2552.31,Denied,122,1,5,0,2,2,214,214,76.46,205,Non-Compliant,7,95.33,EMP_001310,2025-11-14 15:16:57.157094
CLM_010339,FAM_002570,CH_008476,PRV_001278,PGM_00469,ELG_002634,EMP_000827,GEO_0099,2020-12-08,2026-06-22,1883.17,Paid,118,1,7,3,2,1,33,180,83.6,326,Pending,8,71.86,EMP_000081,2025-11-14 15:16:57.157094
CLM_010340,FAM_000096,CH_007866,PRV_000319,PGM_00274,ELG_002780,EMP_000067,GEO_0072,2024-12-10,2026-04-19,3144.15,Pending,99,1,2,2,1,0,116,66,40.32,302,Non-Compliant,2,91.15,EMP_000484,2025-11-14 15:16:57.157094
CLM_010341,FAM_002438,CH_001045,PRV_002449,PGM_00310,ELG_001195,EMP_001171,GEO_0028,2021-07-13,2026-03-26,3457.13,Pending,86,1,7,0,0,0,154,293,59.85,362,Pending,8,2.75,EMP_001119,2025-11-14 15:16:57.157094
CLM_010342,FAM_000069,CH_002999,PRV_002346,PGM_00225,ELG_003700,EMP_001188,GEO_0012,2016-05-05,2026-06-04,1753.59,Denied,164,1,0,3,2,0,49,212,96.91,263,Non-Compliant,4,70.52,EMP_001253,2025-11-14 15:16:57.157094
CLM_010343,FAM_001835,CH_007776,PRV_000076,PGM_00343,ELG_002549,EMP_000393,GEO_0050,2022-01-26,2026-10-22,4328.44,Paid,124,1,3,3,0,2,87,257,73.13,134,Compliant,9,61.05,EMP_001483,2025-11-14 15:16:57.157094
CLM_010344,FAM_001023,CH_009168,PRV_000690,PGM_00323,ELG_002251,EMP_000827,GEO_0068,2021-01-14,2026-03-01,3568.3,Paid,102,1,7,1,0,0,52,196,23.19,338,Pending,4,36.43,EMP_000003,2025-11-14 15:16:57.157094
CLM_010345,FAM_000058,CH_007267,PRV_002562,PGM_00123,ELG_002503,EMP_001250,GEO_0032,2023-12-29,2026-02-02,230.76,Denied,80,1,3,0,0,2,276,244,31.91,160,Non-Compliant,10,12.92,EMP_001205,2025-11-14 15:16:57.157094
CLM_010346,FAM_000117,CH_000555,PRV_000339,PGM_00013,ELG_001583,EMP_000722,GEO_0099,2019-08-05,2025-12-08,4979.76,Paid,82,1,1,3,1,0,250,197,66.62,218,Non-Compliant,8,1.83,EMP_001220,2025-11-14 15:16:57.157094
CLM_010347,FAM_001358,CH_001540,PRV_000367,PGM_00397,ELG_000358,EMP_000136,GEO_0183,2017-09-27,2026-01-09,1629.9,Denied,29,1,0,0,0,0,217,48,78.95,81,Pending,4,23.44,EMP_000528,2025-11-14 15:16:57.157094
CLM_010348,FAM_002112,CH_008189,PRV_002871,PGM_00185,ELG_000324,EMP_000787,GEO_0055,2025-02-12,2026-04-13,933.11,Denied,96,1,0,3,2,2,201,198,29.18,162,Non-Compliant,0,31.07,EMP_000309,2025-11-14 15:16:57.157094
CLM_010349,FAM_002828,CH_009482,PRV_000784,PGM_00440,ELG_003667,EMP_001123,GEO_0126,2022-08-11,2026-02-20,4584.93,Denied,6,1,3,1,1,1,61,170,62.16,356,Non-Compliant,8,57.5,EMP_000624,2025-11-14 15:16:57.157094
CLM_010350,FAM_001308,CH_008896,PRV_002498,PGM_00458,ELG_001991,EMP_000090,GEO_0096,2025-01-07,2026-02-07,2239.9,Denied,160,1,3,1,1,2,59,151,83.96,178,Pending,0,0.37,EMP_000675,2025-11-14 15:16:57.157094
CLM_010351,FAM_002357,CH_005378,PRV_002197,PGM_00058,ELG_001050,EMP_001312,GEO_0072,2021-05-02,2026-03-21,4801.51,Paid,125,1,8,3,2,2,52,130,80.59,318,Pending,1,9.24,EMP_001040,2025-11-14 15:16:57.157094
CLM_010352,FAM_002486,CH_005245,PRV_001828,PGM_00183,ELG_001971,EMP_000583,GEO_0055,2018-03-19,2026-10-20,1512.71,Paid,14,1,2,1,2,0,13,106,52.63,143,Pending,6,55.98,EMP_001076,2025-11-14 15:16:57.157094
CLM_010353,FAM_002182,CH_006723,PRV_000503,PGM_00445,ELG_003513,EMP_000582,GEO_0179,2018-06-23,2026-02-22,3039.92,Denied,16,1,9,1,2,0,165,125,75.62,117,Pending,5,77.4,EMP_001186,2025-11-14 15:16:57.157094
CLM_010354,FAM_002970,CH_003645,PRV_000135,PGM_00091,ELG_003168,EMP_000096,GEO_0092,2024-03-01,2026-10-20,3368.12,Pending,9,1,3,2,0,1,154,59,60.32,273,Non-Compliant,4,57.14,EMP_001001,2025-11-14 15:16:57.157094
CLM_010355,FAM_002993,CH_008136,PRV_000417,PGM_00280,ELG_001085,EMP_001367,GEO_0177,2024-01-22,2026-04-27,753.72,Paid,24,1,1,1,2,1,77,103,59.01,299,Compliant,4,25.33,EMP_000106,2025-11-14 15:16:57.157094
CLM_010356,FAM_001445,CH_006908,PRV_001221,PGM_00264,ELG_001629,EMP_000779,GEO_0039,2021-07-17,2026-10-08,118.5,Denied,71,1,10,2,1,2,231,31,66.71,57,Non-Compliant,1,47.95,EMP_000022,2025-11-14 15:16:57.157094
CLM_010357,FAM_002247,CH_006491,PRV_002147,PGM_00003,ELG_001650,EMP_000133,GEO_0002,2016-04-09,2026-04-21,1723.92,Pending,79,1,0,2,1,0,246,219,57.79,304,Pending,6,71.74,EMP_001064,2025-11-14 15:16:57.157094
CLM_010358,FAM_001488,CH_003707,PRV_000318,PGM_00361,ELG_003892,EMP_001407,GEO_0129,2022-06-20,2026-08-14,3028.22,Denied,176,1,9,3,2,0,288,52,94.51,60,Pending,7,21.77,EMP_000207,2025-11-14 15:16:57.157094
CLM_010359,FAM_000236,CH_006665,PRV_002313,PGM_00135,ELG_001434,EMP_000874,GEO_0114,2024-05-16,2026-07-02,3013.59,Pending,5,1,6,3,2,0,47,13,23.99,208,Compliant,10,0.17,EMP_001298,2025-11-14 15:16:57.157094
CLM_010360,FAM_001404,CH_006606,PRV_002264,PGM_00477,ELG_002709,EMP_001206,GEO_0036,2016-11-20,2026-05-20,1575.91,Denied,124,1,4,0,1,0,187,129,21.55,262,Pending,1,5.38,EMP_001397,2025-11-14 15:16:57.157094
CLM_010361,FAM_002500,CH_002736,PRV_000336,PGM_00294,ELG_003320,EMP_001435,GEO_0099,2024-08-22,2026-04-02,1430.79,Paid,139,1,7,3,1,2,146,195,68.75,260,Pending,8,99.31,EMP_000003,2025-11-14 15:16:57.157094
CLM_010362,FAM_000521,CH_008264,PRV_002938,PGM_00059,ELG_001849,EMP_001124,GEO_0171,2020-03-21,2026-06-08,1727.55,Denied,134,1,3,3,0,1,196,192,76.33,13,Pending,10,78.61,EMP_000042,2025-11-14 15:16:57.157094
CLM_010363,FAM_001986,CH_008158,PRV_002999,PGM_00082,ELG_000405,EMP_000264,GEO_0033,2023-01-31,2026-07-08,2525.95,Paid,72,1,8,3,1,0,14,35,41.75,90,Compliant,4,46.81,EMP_001190,2025-11-14 15:16:57.157094
CLM_010364,FAM_002646,CH_007132,PRV_002272,PGM_00062,ELG_003859,EMP_000381,GEO_0131,2019-03-22,2026-08-26,4406.8,Paid,66,1,2,3,1,2,70,89,94.95,147,Compliant,5,26.79,EMP_001205,2025-11-14 15:16:57.157094
CLM_010365,FAM_002573,CH_002253,PRV_000430,PGM_00477,ELG_001350,EMP_000812,GEO_0034,2020-09-09,2026-06-13,107.93,Paid,121,1,2,0,2,0,284,172,92.22,231,Non-Compliant,5,30.25,EMP_001203,2025-11-14 15:16:57.157094
CLM_010366,FAM_000430,CH_002481,PRV_001760,PGM_00421,ELG_002337,EMP_000874,GEO_0027,2016-12-13,2026-11-05,223.17,Pending,175,1,9,0,2,0,136,214,39.27,204,Compliant,10,85.01,EMP_001063,2025-11-14 15:16:57.157094
CLM_010367,FAM_002084,CH_008813,PRV_001468,PGM_00329,ELG_001574,EMP_000565,GEO_0142,2020-05-01,2026-03-04,1249.8,Denied,62,1,5,0,2,0,57,162,31.1,40,Compliant,8,18.85,EMP_001402,2025-11-14 15:16:57.157094
CLM_010368,FAM_000176,CH_003585,PRV_000687,PGM_00181,ELG_001908,EMP_001249,GEO_0060,2024-01-11,2026-01-06,2574.62,Paid,121,1,0,2,1,2,167,211,64.51,96,Compliant,3,10.08,EMP_000569,2025-11-14 15:16:57.157094
CLM_010369,FAM_000237,CH_002804,PRV_002745,PGM_00238,ELG_003164,EMP_000659,GEO_0144,2020-05-29,2026-10-08,4609.63,Denied,22,1,4,1,0,1,13,207,41.92,212,Compliant,10,81.17,EMP_000052,2025-11-14 15:16:57.157094
CLM_010370,FAM_001358,CH_003973,PRV_001024,PGM_00283,ELG_001893,EMP_000830,GEO_0176,2018-11-04,2026-01-11,3849.41,Denied,129,1,7,0,2,0,227,146,67.84,137,Compliant,1,4.16,EMP_000099,2025-11-14 15:16:57.157094
CLM_010371,FAM_002124,CH_009178,PRV_000562,PGM_00405,ELG_000975,EMP_000987,GEO_0169,2023-02-14,2026-06-24,1392.23,Paid,85,1,0,3,1,2,96,295,21.41,262,Compliant,8,54.03,EMP_001350,2025-11-14 15:16:57.157094
CLM_010372,FAM_002715,CH_008657,PRV_002238,PGM_00040,ELG_003396,EMP_000345,GEO_0033,2025-08-16,2026-01-28,2603.72,Paid,114,1,6,0,1,0,63,48,99.05,258,Non-Compliant,5,66.74,EMP_000026,2025-11-14 15:16:57.157094
CLM_010373,FAM_000287,CH_000281,PRV_002376,PGM_00127,ELG_000986,EMP_000193,GEO_0112,2023-10-09,2026-03-12,4156.94,Pending,140,1,6,2,0,2,112,77,89.48,259,Compliant,3,29.12,EMP_000661,2025-11-14 15:16:57.157094
CLM_010374,FAM_001200,CH_001932,PRV_000803,PGM_00406,ELG_001659,EMP_000792,GEO_0073,2018-10-28,2025-12-08,2132.03,Denied,22,1,2,0,2,2,127,239,32.86,340,Non-Compliant,1,53.52,EMP_000466,2025-11-14 15:16:57.157094
CLM_010375,FAM_000410,CH_009636,PRV_001739,PGM_00025,ELG_002593,EMP_001442,GEO_0106,2025-09-14,2026-01-24,3153.56,Pending,63,1,1,0,1,0,119,214,51.17,318,Pending,6,69.69,EMP_000379,2025-11-14 15:16:57.157094
CLM_010376,FAM_002585,CH_003292,PRV_002852,PGM_00477,ELG_003610,EMP_001249,GEO_0094,2021-09-21,2025-12-09,1413.87,Paid,74,1,6,3,0,0,87,270,80.78,188,Non-Compliant,5,74.28,EMP_000021,2025-11-14 15:16:57.157094
CLM_010377,FAM_000370,CH_000599,PRV_000367,PGM_00255,ELG_002773,EMP_000565,GEO_0107,2017-11-15,2026-08-28,8.23,Paid,112,1,5,3,0,0,194,53,68.19,340,Pending,6,8.72,EMP_000033,2025-11-14 15:16:57.157094
CLM_010378,FAM_002571,CH_007006,PRV_001236,PGM_00097,ELG_000650,EMP_001380,GEO_0093,2021-04-18,2026-02-11,4584.94,Denied,28,1,1,3,2,1,19,209,62.2,276,Non-Compliant,8,15.43,EMP_000946,2025-11-14 15:16:57.157094
CLM_010379,FAM_002471,CH_002459,PRV_001192,PGM_00119,ELG_002446,EMP_000559,GEO_0019,2021-09-28,2026-08-02,3462.55,Pending,149,1,8,1,2,2,92,228,38.63,232,Compliant,8,88.56,EMP_000809,2025-11-14 15:16:57.157094
CLM_010380,FAM_000154,CH_000271,PRV_002511,PGM_00432,ELG_003079,EMP_000026,GEO_0146,2022-02-19,2026-09-21,3245.08,Paid,61,1,3,0,1,0,119,172,26.0,359,Pending,0,70.55,EMP_000107,2025-11-14 15:16:57.157094
CLM_010381,FAM_002398,CH_008059,PRV_001726,PGM_00450,ELG_001368,EMP_000886,GEO_0146,2016-12-24,2026-10-26,1885.84,Paid,178,1,5,2,0,1,72,138,88.0,315,Non-Compliant,10,30.59,EMP_001465,2025-11-14 15:16:57.157094
CLM_010382,FAM_000243,CH_006869,PRV_001014,PGM_00205,ELG_002662,EMP_001312,GEO_0158,2016-03-29,2026-07-28,3334.88,Pending,20,1,6,2,2,1,79,37,61.7,281,Pending,6,0.07,EMP_001471,2025-11-14 15:16:57.157094
CLM_010383,FAM_002155,CH_006293,PRV_002329,PGM_00494,ELG_002779,EMP_001296,GEO_0141,2016-09-25,2026-08-14,925.99,Pending,10,1,2,0,0,0,164,105,85.42,352,Non-Compliant,4,21.54,EMP_000908,2025-11-14 15:16:57.157094
CLM_010384,FAM_002277,CH_004665,PRV_000164,PGM_00069,ELG_002174,EMP_001129,GEO_0195,2019-04-03,2026-08-13,4429.41,Denied,73,1,2,3,0,0,231,197,63.01,257,Non-Compliant,4,19.47,EMP_000461,2025-11-14 15:16:57.157094
CLM_010385,FAM_001037,CH_005465,PRV_001921,PGM_00054,ELG_003891,EMP_000845,GEO_0186,2018-02-15,2026-03-17,1682.82,Pending,103,1,6,1,0,2,268,233,69.96,42,Pending,8,30.85,EMP_001170,2025-11-14 15:16:57.157094
CLM_010386,FAM_002772,CH_004505,PRV_001695,PGM_00498,ELG_001807,EMP_000542,GEO_0170,2019-05-07,2026-01-08,566.37,Denied,28,1,5,1,2,2,62,88,96.99,307,Pending,6,73.49,EMP_000393,2025-11-14 15:16:57.157094
CLM_010387,FAM_001092,CH_006588,PRV_002287,PGM_00308,ELG_000406,EMP_001062,GEO_0044,2025-07-05,2026-11-12,2027.49,Denied,77,1,7,3,1,0,165,267,27.62,39,Compliant,9,99.47,EMP_001391,2025-11-14 15:16:57.157094
CLM_010388,FAM_002877,CH_007750,PRV_001182,PGM_00488,ELG_000606,EMP_000573,GEO_0009,2021-04-02,2026-06-08,887.86,Pending,149,1,5,2,1,1,144,271,31.86,278,Pending,7,84.05,EMP_000510,2025-11-14 15:16:57.157094
CLM_010389,FAM_002767,CH_001869,PRV_002142,PGM_00496,ELG_000923,EMP_000986,GEO_0077,2021-10-30,2026-07-28,4020.78,Denied,77,1,9,0,1,0,157,26,80.11,57,Non-Compliant,2,4.37,EMP_000397,2025-11-14 15:16:57.157094
CLM_010390,FAM_002163,CH_006759,PRV_002337,PGM_00392,ELG_004000,EMP_001346,GEO_0001,2018-12-31,2026-08-26,4838.53,Pending,62,1,1,0,2,0,50,218,88.65,128,Non-Compliant,1,58.62,EMP_001353,2025-11-14 15:16:57.157094
CLM_010391,FAM_000191,CH_009243,PRV_002058,PGM_00163,ELG_000152,EMP_001169,GEO_0158,2016-03-01,2025-12-25,4081.78,Pending,155,1,6,0,0,0,210,248,22.7,32,Non-Compliant,1,82.07,EMP_000463,2025-11-14 15:16:57.157094
CLM_010392,FAM_001127,CH_002371,PRV_002250,PGM_00051,ELG_001959,EMP_000131,GEO_0028,2015-11-23,2026-09-07,1938.07,Pending,152,1,5,2,0,2,276,229,62.34,362,Non-Compliant,10,41.03,EMP_000778,2025-11-14 15:16:57.157094
CLM_010393,FAM_002051,CH_007017,PRV_002165,PGM_00168,ELG_003977,EMP_000101,GEO_0063,2016-08-31,2026-10-09,3208.16,Pending,95,1,6,2,0,0,158,257,52.87,256,Compliant,0,23.22,EMP_001055,2025-11-14 15:16:57.157094
CLM_010394,FAM_002785,CH_009074,PRV_001190,PGM_00400,ELG_002199,EMP_000086,GEO_0187,2022-04-09,2026-06-10,566.76,Pending,127,1,6,3,2,1,190,64,44.35,148,Pending,6,78.05,EMP_001388,2025-11-14 15:16:57.157094
CLM_010395,FAM_002547,CH_004560,PRV_000078,PGM_00287,ELG_003367,EMP_000401,GEO_0125,2019-01-06,2026-04-05,834.98,Pending,89,1,10,1,0,0,53,132,98.31,142,Non-Compliant,6,3.97,EMP_001236,2025-11-14 15:16:57.157094
CLM_010396,FAM_000510,CH_004804,PRV_000196,PGM_00374,ELG_002253,EMP_001492,GEO_0133,2017-09-16,2026-02-07,2462.79,Pending,33,1,2,1,0,2,169,21,35.42,284,Pending,7,32.18,EMP_000226,2025-11-14 15:16:57.157094
CLM_010397,FAM_001221,CH_000524,PRV_000781,PGM_00144,ELG_003635,EMP_001472,GEO_0003,2017-12-27,2026-07-14,1861.31,Paid,145,1,2,3,0,1,15,247,87.19,137,Compliant,5,36.45,EMP_000078,2025-11-14 15:16:57.157094
CLM_010398,FAM_002174,CH_007051,PRV_001998,PGM_00092,ELG_002630,EMP_000222,GEO_0100,2016-12-01,2026-08-08,1269.81,Pending,118,1,7,0,1,2,215,141,29.26,24,Non-Compliant,2,51.97,EMP_000129,2025-11-14 15:16:57.157094
CLM_010399,FAM_002390,CH_004160,PRV_001890,PGM_00477,ELG_002487,EMP_000222,GEO_0038,2016-09-08,2026-07-24,985.02,Pending,61,1,8,1,2,0,10,19,82.59,325,Pending,5,75.66,EMP_000738,2025-11-14 15:16:57.157094
CLM_010400,FAM_002527,CH_002200,PRV_002667,PGM_00434,ELG_003055,EMP_000177,GEO_0191,2021-08-29,2026-09-09,600.17,Pending,125,1,10,2,1,2,64,241,84.61,290,Compliant,6,83.55,EMP_000888,2025-11-14 15:16:57.157094
CLM_010401,FAM_002152,CH_002683,PRV_000566,PGM_00275,ELG_000150,EMP_000758,GEO_0089,2017-04-03,2026-05-29,3072.39,Pending,2,1,2,2,1,2,296,297,63.38,295,Compliant,5,91.64,EMP_000480,2025-11-14 15:16:57.157094
CLM_010402,FAM_001042,CH_008150,PRV_002823,PGM_00233,ELG_002233,EMP_001103,GEO_0148,2015-12-22,2026-04-17,879.85,Paid,167,1,10,1,2,1,113,30,24.35,63,Non-Compliant,1,87.67,EMP_001183,2025-11-14 15:16:57.157094
CLM_010403,FAM_001093,CH_007742,PRV_000319,PGM_00109,ELG_003424,EMP_000871,GEO_0196,2019-10-31,2026-03-17,2691.35,Paid,47,1,0,0,2,2,283,227,44.69,314,Non-Compliant,4,28.83,EMP_000380,2025-11-14 15:16:57.157094
CLM_010404,FAM_001935,CH_002336,PRV_001990,PGM_00175,ELG_000117,EMP_001457,GEO_0004,2021-07-15,2026-09-23,674.51,Denied,179,1,9,0,2,0,140,242,31.76,177,Pending,1,13.54,EMP_001096,2025-11-14 15:16:57.157094
CLM_010405,FAM_000771,CH_006232,PRV_001619,PGM_00180,ELG_002197,EMP_000784,GEO_0018,2025-04-02,2025-12-13,3282.56,Paid,50,1,9,2,0,1,212,51,53.04,364,Pending,8,39.41,EMP_001295,2025-11-14 15:16:57.157094
CLM_010406,FAM_001613,CH_002469,PRV_002193,PGM_00234,ELG_000056,EMP_000668,GEO_0059,2024-10-09,2025-12-27,2052.99,Pending,4,1,2,2,1,1,262,27,23.35,85,Non-Compliant,5,31.42,EMP_000274,2025-11-14 15:16:57.157094
CLM_010407,FAM_000610,CH_005932,PRV_001549,PGM_00188,ELG_003939,EMP_001224,GEO_0035,2022-01-10,2026-09-05,3848.81,Denied,26,1,4,0,2,1,155,198,47.09,233,Compliant,4,11.51,EMP_000406,2025-11-14 15:16:57.157094
CLM_010408,FAM_002433,CH_000752,PRV_001273,PGM_00373,ELG_003795,EMP_001209,GEO_0150,2019-07-09,2026-07-24,3863.97,Paid,141,1,5,3,2,1,260,129,61.96,177,Non-Compliant,7,43.15,EMP_001066,2025-11-14 15:16:57.157094
CLM_010409,FAM_002919,CH_006385,PRV_000330,PGM_00346,ELG_001719,EMP_001096,GEO_0186,2022-01-06,2026-06-08,1168.05,Denied,73,1,6,0,1,2,155,76,81.81,288,Non-Compliant,3,42.98,EMP_000767,2025-11-14 15:16:57.157094
CLM_010410,FAM_002939,CH_001205,PRV_002851,PGM_00190,ELG_001717,EMP_000554,GEO_0012,2019-08-25,2026-05-31,380.88,Paid,164,1,2,3,0,2,43,37,98.32,44,Compliant,3,72.77,EMP_001114,2025-11-14 15:16:57.157094
CLM_010411,FAM_001506,CH_009680,PRV_001708,PGM_00131,ELG_000381,EMP_000796,GEO_0051,2017-08-02,2026-02-26,1864.65,Pending,14,1,10,1,0,1,222,69,72.45,82,Non-Compliant,0,11.21,EMP_001388,2025-11-14 15:16:57.157094
CLM_010412,FAM_002105,CH_003873,PRV_000229,PGM_00054,ELG_002264,EMP_001073,GEO_0096,2024-09-16,2026-09-25,3064.79,Pending,173,1,3,0,2,2,122,153,40.58,91,Compliant,2,90.81,EMP_000509,2025-11-14 15:16:57.157094
CLM_010413,FAM_002158,CH_009266,PRV_000348,PGM_00436,ELG_002253,EMP_000648,GEO_0142,2016-05-05,2026-09-26,1344.36,Paid,97,1,0,0,2,1,98,252,33.45,20,Pending,10,90.81,EMP_000141,2025-11-14 15:16:57.157094
CLM_010414,FAM_000054,CH_001692,PRV_001801,PGM_00233,ELG_000954,EMP_000803,GEO_0027,2023-03-28,2025-12-28,4330.84,Paid,10,1,8,2,2,1,12,156,25.98,196,Non-Compliant,4,98.7,EMP_001362,2025-11-14 15:16:57.157094
CLM_010415,FAM_000877,CH_009959,PRV_001434,PGM_00007,ELG_001757,EMP_001143,GEO_0195,2019-10-12,2026-07-07,3709.39,Denied,50,1,8,0,0,0,293,191,43.14,75,Pending,5,23.31,EMP_000877,2025-11-14 15:16:57.157094
