Integration_ID,Financial_ID,Program_ID,Provider_ID,Funding_ID,Region_ID,Transaction_Date_ID,Budget_Amount,Expenditure_Amount,Utilization_Percent,Grant_Amount,Donations_Received,Fund_Balance,Compliance_Score,Reimbursement_Claims,Claim_Status,Payment_Date,Audit_Flag,Reporting_Period,Financial_Manager,Data_Load_Timestamp,Created_DT,Updated_DT
FIN_013596,FID013596,PGM00264,PROV9754,FUND_13596,REG19,2025-03-14,1753960.17,1394182.12,79.49,630877.0,143298.07,359778.05,97.07,82,Pending,2025-08-14,N,2025-03,Stephanie Watkins,2025-11-19 15:54:47.441265,2025-03-14,2025-07-30
FIN_013597,FID013597,PGM00217,PROV5015,FUND_13597,REG64,2025-11-15,2173421.66,1846775.06,84.97,1441173.94,53239.46,326646.6,76.71,86,Rejected,2025-11-16,N,2025-11,Misty Mendoza,2025-11-19 15:54:47.441265,2025-11-15,2026-10-01
FIN_013598,FID013598,PGM00369,PROV7206,FUND_13598,REG15,2024-06-15,2671652.98,2141299.17,80.15,527909.5,221888.45,530353.81,88.94,102,Rejected,2025-03-03,Y,2024-06,Derek Knox,2025-11-19 15:54:47.441265,2024-06-15,2024-10-07
FIN_013599,FID013599,PGM00497,PROV1250,FUND_13599,REG92,2024-02-07,1041204.78,1028152.28,98.75,266904.83,28446.1,13052.5,72.72,47,Pending,2024-11-28,Y,2024-02,Christina Lee,2025-11-19 15:54:47.441265,2024-02-07,2024-11-03
FIN_013600,FID013600,PGM00207,PROV7765,FUND_13600,REG73,2024-01-15,1623282.21,905899.01,55.81,412311.92,88382.72,717383.2,94.52,146,Rejected,2025-04-07,N,2024-01,James Ellison,2025-11-19 15:54:47.441265,2024-01-15,2025-01-12
FIN_013601,FID013601,PGM00089,PROV5551,FUND_13601,REG47,2025-05-23,3095641.28,1566003.39,50.59,831126.87,224294.62,1529637.89,70.81,109,Approved,2025-11-04,Y,2025-05,Sarah Peterson,2025-11-19 15:54:47.441265,2025-05-23,2025-06-07
FIN_013602,FID013602,PGM00425,PROV3028,FUND_13602,REG12,2025-09-06,3180478.87,1702482.35,53.53,1329275.98,186098.1,1477996.52,70.2,37,Approved,2025-10-18,Y,2025-09,Ryan Lowery,2025-11-19 15:54:47.441265,2025-09-06,2026-03-10
FIN_013603,FID013603,PGM00396,PROV5807,FUND_13603,REG23,2025-10-31,3820209.36,2365410.59,61.92,909470.7,310010.02,1454798.77,80.71,104,Pending,2025-11-04,N,2025-10,Emily Harris,2025-11-19 15:54:47.441265,2025-10-31,2026-10-23
FIN_013604,FID013604,PGM00256,PROV6204,FUND_13604,REG61,2024-07-10,801094.04,563126.78,70.29,134365.25,78856.43,237967.26,97.55,66,Pending,2025-08-08,Y,2024-07,Jeffrey Stewart,2025-11-19 15:54:47.441265,2024-07-10,2025-04-27
FIN_013605,FID013605,PGM00060,PROV7611,FUND_13605,REG58,2024-10-03,1752618.51,1215647.19,69.36,621564.5,169331.85,536971.32,71.78,165,Approved,2025-02-22,Y,2024-10,Jennifer Patterson,2025-11-19 15:54:47.441265,2024-10-03,2025-03-07
FIN_013606,FID013606,PGM00035,PROV1751,FUND_13606,REG33,2024-12-21,2005555.86,1940769.02,96.77,579104.2,60578.64,64786.84,92.17,118,Approved,2024-12-21,N,2024-12,Michael Fuller,2025-11-19 15:54:47.441265,2024-12-21,2025-03-30
FIN_013607,FID013607,PGM00213,PROV3373,FUND_13607,REG88,2024-06-22,4335018.51,2864054.6,66.07,1984436.89,314824.7,1470963.91,92.87,131,Pending,2024-08-02,Y,2024-06,Marie Hernandez,2025-11-19 15:54:47.441265,2024-06-22,2025-06-19
FIN_013608,FID013608,PGM00265,PROV5541,FUND_13608,REG18,2024-04-05,481852.37,432226.52,89.7,110446.86,43688.09,49625.85,77.81,130,Approved,2025-09-22,N,2024-04,Mrs. Diana Smith DDS,2025-11-19 15:54:47.441265,2024-04-05,2024-09-06
FIN_013609,FID013609,PGM00154,PROV6933,FUND_13609,REG64,2024-03-08,1734867.59,1178056.1,67.9,1021069.36,31982.25,556811.49,89.13,193,Approved,2024-11-01,N,2024-03,Corey Gonzalez,2025-11-19 15:54:47.441265,2024-03-08,2024-04-20
FIN_013610,FID013610,PGM00058,PROV7712,FUND_13610,REG61,2025-01-28,2424689.88,1396328.34,57.59,641222.29,28904.27,1028361.54,73.65,46,Pending,2025-06-07,N,2025-01,Michael Snyder,2025-11-19 15:54:47.441265,2025-01-28,2025-11-05
FIN_013611,FID013611,PGM00208,PROV8578,FUND_13611,REG24,2025-06-16,1256270.67,638952.82,50.86,481449.11,89792.4,617317.85,82.4,120,Pending,2025-11-05,Y,2025-06,Cameron Harrell,2025-11-19 15:54:47.441265,2025-06-16,2025-12-26
FIN_013612,FID013612,PGM00304,PROV3605,FUND_13612,REG86,2025-02-21,4133197.29,2602257.74,62.96,1471749.5,149781.34,1530939.55,93.4,107,Rejected,2025-04-21,N,2025-02,Thomas Sutton,2025-11-19 15:54:47.441265,2025-02-21,2025-09-25
FIN_013613,FID013613,PGM00380,PROV9141,FUND_13613,REG42,2024-08-16,3653933.42,2737240.88,74.91,2880562.13,294067.06,916692.54,98.01,25,Approved,2025-07-01,N,2024-08,Jessica Wilson,2025-11-19 15:54:47.441265,2024-08-16,2025-07-22
FIN_013614,FID013614,PGM00058,PROV6066,FUND_13614,REG13,2025-10-21,4831588.18,2805123.87,58.06,2423766.41,95161.61,2026464.31,84.07,112,Approved,2025-11-11,N,2025-10,William Ingram,2025-11-19 15:54:47.441265,2025-10-21,2026-07-21
FIN_013615,FID013615,PGM00356,PROV7311,FUND_13615,REG48,2024-01-16,3317963.46,1840851.53,55.48,2072974.76,34799.95,1477111.93,80.7,142,Pending,2024-04-09,N,2024-01,Parker Gonzalez,2025-11-19 15:54:47.441265,2024-01-16,2024-06-05
FIN_013616,FID013616,PGM00173,PROV9468,FUND_13616,REG97,2025-09-16,3060755.01,2370377.23,77.44,892012.69,85535.6,690377.78,78.92,5,Approved,2025-10-23,N,2025-09,Norman Gregory,2025-11-19 15:54:47.441265,2025-09-16,2026-03-29
FIN_013617,FID013617,PGM00256,PROV2564,FUND_13617,REG27,2025-11-16,4244364.74,3803390.04,89.61,1164370.44,170493.01,440974.7,95.04,80,Rejected,2025-11-17,Y,2025-11,Joseph Gomez MD,2025-11-19 15:54:47.441265,2025-11-16,2026-08-05
FIN_013618,FID013618,PGM00328,PROV2709,FUND_13618,REG38,2024-03-05,1130093.51,594321.55,52.59,566876.53,24909.38,535771.96,79.43,153,Rejected,2024-04-20,N,2024-03,Hector Marquez,2025-11-19 15:54:47.441265,2024-03-05,2024-05-11
FIN_013619,FID013619,PGM00170,PROV1982,FUND_13619,REG18,2024-05-16,3468465.48,2173098.34,62.65,653208.89,172917.93,1295367.14,97.15,88,Pending,2025-03-14,N,2024-05,Diane Thomas,2025-11-19 15:54:47.441265,2024-05-16,2025-03-26
FIN_013620,FID013620,PGM00209,PROV1288,FUND_13620,REG32,2024-07-01,3489055.87,1818256.96,52.11,2443298.14,328653.55,1670798.91,98.24,170,Approved,2025-03-29,N,2024-07,Zachary Smith,2025-11-19 15:54:47.441265,2024-07-01,2024-11-14
FIN_013621,FID013621,PGM00192,PROV3494,FUND_13621,REG49,2025-06-18,3948211.71,2375736.3,60.17,2654699.67,319534.76,1572475.41,83.87,143,Pending,2025-08-27,Y,2025-06,Kevin Smith,2025-11-19 15:54:47.441265,2025-06-18,2026-03-08
FIN_013622,FID013622,PGM00072,PROV2640,FUND_13622,REG70,2025-05-23,144534.24,85875.02,59.42,71519.11,8895.12,58659.22,91.13,81,Rejected,2025-08-29,N,2025-05,John Johnson,2025-11-19 15:54:47.441265,2025-05-23,2026-03-06
FIN_013623,FID013623,PGM00316,PROV8041,FUND_13623,REG12,2024-03-10,1741913.03,879223.68,50.47,1105089.83,161289.06,862689.35,79.0,105,Pending,2024-04-04,N,2024-03,Mrs. Karen Gray PhD,2025-11-19 15:54:47.441265,2024-03-10,2024-10-01
FIN_013624,FID013624,PGM00284,PROV9047,FUND_13624,REG11,2025-10-12,4945211.8,3799368.82,76.83,883193.0,120121.26,1145842.98,76.74,148,Approved,2025-11-09,Y,2025-10,Richard Harmon,2025-11-19 15:54:47.441265,2025-10-12,2026-04-13
FIN_013625,FID013625,PGM00001,PROV3166,FUND_13625,REG98,2025-04-24,4190346.13,2494264.32,59.52,1060531.92,104704.81,1696081.81,74.26,176,Pending,2025-05-03,Y,2025-04,Melissa Gonzalez,2025-11-19 15:54:47.441265,2025-04-24,2025-07-09
FIN_013626,FID013626,PGM00146,PROV8274,FUND_13626,REG97,2023-12-10,302578.58,175398.99,57.97,79955.45,17892.89,127179.59,73.39,1,Pending,2025-01-11,Y,2023-12,Troy Smith,2025-11-19 15:54:47.441265,2023-12-10,2024-03-18
FIN_013627,FID013627,PGM00019,PROV8285,FUND_13627,REG68,2025-09-24,2213023.43,1820155.1,82.25,784426.05,122609.42,392868.33,86.25,9,Rejected,2025-10-08,N,2025-09,Benjamin Charles,2025-11-19 15:54:47.441265,2025-09-24,2025-12-18
FIN_013628,FID013628,PGM00457,PROV2428,FUND_13628,REG88,2025-10-11,2220318.46,2184460.79,98.39,1052373.56,77647.84,35857.67,90.34,106,Pending,2025-10-18,N,2025-10,Morgan Soto,2025-11-19 15:54:47.441265,2025-10-11,2026-03-28
FIN_013629,FID013629,PGM00216,PROV4416,FUND_13629,REG68,2024-09-08,650314.83,525137.63,80.75,403381.13,53518.91,125177.2,75.54,156,Approved,2025-06-18,Y,2024-09,Brian Roberts,2025-11-19 15:54:47.441265,2024-09-08,2024-12-20
FIN_013630,FID013630,PGM00338,PROV8686,FUND_13630,REG43,2025-08-14,2551866.96,1365521.02,53.51,332884.84,127831.3,1186345.94,82.55,151,Rejected,2025-11-15,Y,2025-08,Janet Tate,2025-11-19 15:54:47.441265,2025-08-14,2026-07-17
FIN_013631,FID013631,PGM00120,PROV8987,FUND_13631,REG95,2024-04-18,2965328.06,2548924.81,85.96,1584966.61,94821.23,416403.25,71.61,93,Rejected,2025-01-04,Y,2024-04,Kyle Reyes,2025-11-19 15:54:47.441265,2024-04-18,2024-10-08
FIN_013632,FID013632,PGM00227,PROV5875,FUND_13632,REG18,2025-04-27,2204297.92,1955706.4,88.72,651547.84,49141.97,248591.52,74.65,108,Pending,2025-09-12,Y,2025-04,Charles Massey,2025-11-19 15:54:47.441265,2025-04-27,2025-12-19
FIN_013633,FID013633,PGM00427,PROV6230,FUND_13633,REG70,2024-09-02,2781486.21,2066956.73,74.31,493557.21,174324.88,714529.48,95.74,40,Pending,2025-10-05,N,2024-09,Lisa Phillips,2025-11-19 15:54:47.441265,2024-09-02,2025-08-12
FIN_013634,FID013634,PGM00129,PROV1966,FUND_13634,REG18,2025-04-27,1206211.23,634171.34,52.58,690970.51,93305.63,572039.89,91.48,99,Rejected,2025-09-07,N,2025-04,Timothy Hill,2025-11-19 15:54:47.441265,2025-04-27,2025-10-25
FIN_013635,FID013635,PGM00098,PROV6293,FUND_13635,REG76,2024-01-29,1941485.08,1563962.46,80.55,284805.93,32543.44,377522.62,95.22,64,Rejected,2024-06-27,N,2024-01,Teresa Ramirez,2025-11-19 15:54:47.441265,2024-01-29,2024-08-10
FIN_013636,FID013636,PGM00321,PROV8539,FUND_13636,REG20,2025-09-04,2135410.05,2007616.55,94.02,1299720.77,141640.85,127793.5,70.32,161,Approved,2025-11-10,Y,2025-09,Scott Wood,2025-11-19 15:54:47.441265,2025-09-04,2026-05-15
FIN_013637,FID013637,PGM00071,PROV7226,FUND_13637,REG95,2024-07-09,4199033.77,3837593.05,91.39,1071561.49,336526.32,361440.72,99.32,27,Pending,2024-12-09,N,2024-07,Cynthia Zhang,2025-11-19 15:54:47.441265,2024-07-09,2025-02-12
FIN_013638,FID013638,PGM00357,PROV9333,FUND_13638,REG90,2024-05-22,3327896.48,2326561.7,69.91,847578.71,250953.41,1001334.78,85.83,21,Approved,2024-07-23,Y,2024-05,Victoria Bullock,2025-11-19 15:54:47.441265,2024-05-22,2025-03-05
FIN_013639,FID013639,PGM00089,PROV8998,FUND_13639,REG85,2024-07-11,3514783.92,2233225.73,63.54,2175335.39,306455.27,1281558.19,79.31,47,Approved,2025-09-11,Y,2024-07,George Johnson,2025-11-19 15:54:47.441265,2024-07-11,2024-08-10
FIN_013640,FID013640,PGM00090,PROV5735,FUND_13640,REG89,2023-12-18,968228.45,852318.73,88.03,595123.12,63354.12,115909.72,82.61,34,Rejected,2025-10-31,Y,2023-12,Mary Greene,2025-11-19 15:54:47.441265,2023-12-18,2024-05-25
FIN_013641,FID013641,PGM00304,PROV8442,FUND_13641,REG19,2024-08-13,1595970.68,1088131.93,68.18,240249.16,50926.57,507838.75,83.15,25,Rejected,2025-05-11,Y,2024-08,Todd Kelley,2025-11-19 15:54:47.441265,2024-08-13,2024-09-09
FIN_013642,FID013642,PGM00455,PROV2352,FUND_13642,REG54,2024-03-28,53893.14,39820.49,73.89,13077.8,2053.63,14072.65,94.2,63,Approved,2024-09-10,Y,2024-03,Michelle Baker DDS,2025-11-19 15:54:47.441265,2024-03-28,2024-12-26
FIN_013643,FID013643,PGM00170,PROV5574,FUND_13643,REG49,2024-09-13,2580830.46,1405141.36,54.45,626598.53,150619.81,1175689.1,82.95,89,Approved,2025-02-19,Y,2024-09,Heather Travis,2025-11-19 15:54:47.441265,2024-09-13,2024-10-28
FIN_013644,FID013644,PGM00479,PROV9864,FUND_13644,REG93,2024-02-27,1997896.6,1381209.93,69.13,1508209.57,97236.98,616686.67,88.15,65,Pending,2024-12-15,N,2024-02,George Golden,2025-11-19 15:54:47.441265,2024-02-27,2024-10-20
FIN_013645,FID013645,PGM00411,PROV2609,FUND_13645,REG88,2024-01-17,2704268.31,1841788.95,68.11,2107879.91,212636.01,862479.36,71.85,19,Rejected,2024-10-20,Y,2024-01,Joshua Gomez,2025-11-19 15:54:47.441265,2024-01-17,2024-11-11
FIN_013646,FID013646,PGM00494,PROV6370,FUND_13646,REG34,2025-11-11,3706535.2,2338995.96,63.1,2366316.83,196448.38,1367539.24,76.01,120,Pending,2025-11-15,N,2025-11,Aaron Arnold,2025-11-19 15:54:47.441265,2025-11-11,2026-07-31
FIN_013647,FID013647,PGM00373,PROV8595,FUND_13647,REG22,2024-03-12,4428050.55,4261868.82,96.25,612986.08,277244.83,166181.73,96.64,147,Rejected,2025-09-15,Y,2024-03,Nathaniel Mooney,2025-11-19 15:54:47.441265,2024-03-12,2024-09-11
FIN_013648,FID013648,PGM00123,PROV7566,FUND_13648,REG35,2025-03-05,3031091.46,2995847.45,98.84,2118049.33,31593.72,35244.01,79.98,183,Pending,2025-07-12,Y,2025-03,Randy Wilson,2025-11-19 15:54:47.441265,2025-03-05,2026-02-25
FIN_013649,FID013649,PGM00141,PROV7909,FUND_13649,REG76,2025-08-22,4562880.66,3420321.71,74.96,3121522.08,310036.29,1142558.95,70.36,88,Pending,2025-10-06,N,2025-08,Kaitlyn Powell,2025-11-19 15:54:47.441265,2025-08-22,2025-08-29
FIN_013650,FID013650,PGM00402,PROV9363,FUND_13650,REG41,2024-04-25,2773800.26,2214415.17,79.83,1048958.93,76484.13,559385.09,78.99,182,Approved,2024-11-14,Y,2024-04,Jessica Ortiz,2025-11-19 15:54:47.441265,2024-04-25,2025-03-27
FIN_013651,FID013651,PGM00200,PROV4720,FUND_13651,REG80,2024-03-29,274442.92,249957.84,91.08,136339.22,14208.05,24485.08,81.43,15,Rejected,2025-10-25,N,2024-03,Kyle Lamb,2025-11-19 15:54:47.441265,2024-03-29,2024-04-29
FIN_013652,FID013652,PGM00004,PROV6204,FUND_13652,REG43,2024-09-14,1659838.31,1418247.24,85.44,294039.99,92096.61,241591.07,77.48,152,Pending,2025-01-01,Y,2024-09,Ashley Rowland,2025-11-19 15:54:47.441265,2024-09-14,2024-12-03
FIN_013653,FID013653,PGM00327,PROV2708,FUND_13653,REG48,2025-07-20,4226747.81,3331848.78,78.83,1352089.41,344764.23,894899.03,79.74,91,Pending,2025-09-23,N,2025-07,Tonya Watts,2025-11-19 15:54:47.441265,2025-07-20,2026-04-13
FIN_013654,FID013654,PGM00421,PROV5656,FUND_13654,REG36,2024-02-12,3933342.45,3920061.82,99.66,2884332.34,180052.73,13280.63,91.15,105,Rejected,2024-10-09,N,2024-02,Isaiah Hardy,2025-11-19 15:54:47.441265,2024-02-12,2025-01-01
FIN_013655,FID013655,PGM00336,PROV5587,FUND_13655,REG42,2025-07-16,4655735.12,3270821.71,70.25,863027.69,180367.71,1384913.41,79.77,136,Rejected,2025-10-12,N,2025-07,Micheal Gardner,2025-11-19 15:54:47.441265,2025-07-16,2026-07-03
FIN_013656,FID013656,PGM00228,PROV7839,FUND_13656,REG25,2025-10-29,4194553.56,2146474.32,51.17,1826131.79,171560.58,2048079.24,73.34,41,Approved,2025-11-06,Y,2025-10,James Rodriguez,2025-11-19 15:54:47.441265,2025-10-29,2026-08-21
FIN_013657,FID013657,PGM00087,PROV8450,FUND_13657,REG96,2025-09-05,1079242.73,814462.27,75.47,213746.64,103035.42,264780.46,79.31,166,Approved,2025-09-17,Y,2025-09,David Banks,2025-11-19 15:54:47.441265,2025-09-05,2026-06-13
FIN_013658,FID013658,PGM00023,PROV5507,FUND_13658,REG87,2024-06-12,2863983.25,2142394.87,74.8,916756.52,141138.32,721588.38,80.07,95,Pending,2025-10-23,N,2024-06,Daniel Dominguez MD,2025-11-19 15:54:47.441265,2024-06-12,2025-04-17
FIN_013659,FID013659,PGM00024,PROV5445,FUND_13659,REG58,2024-04-11,2555835.96,1435475.8,56.16,1934910.11,139600.25,1120360.16,75.69,128,Rejected,2025-06-30,N,2024-04,Christina Jones,2025-11-19 15:54:47.451267,2024-04-11,2024-07-15
FIN_013660,FID013660,PGM00009,PROV8047,FUND_13660,REG61,2024-11-15,2684596.6,2361101.32,87.95,1339219.14,165183.75,323495.28,81.66,46,Rejected,2025-09-07,N,2024-11,Megan Ellis,2025-11-19 15:54:47.451364,2024-11-15,2025-10-01
FIN_013661,FID013661,PGM00171,PROV8672,FUND_13661,REG81,2023-12-31,3950697.62,2356028.47,59.64,978424.77,128408.09,1594669.15,71.46,84,Rejected,2025-10-20,N,2023-12,Brett Richmond,2025-11-19 15:54:47.451364,2023-12-31,2024-09-01
FIN_013662,FID013662,PGM00465,PROV2978,FUND_13662,REG40,2025-10-10,2601605.4,1598146.58,61.43,1092453.38,105260.88,1003458.82,93.01,120,Rejected,2025-10-13,N,2025-10,Antonio Ruiz,2025-11-19 15:54:47.451364,2025-10-10,2026-01-04
FIN_013663,FID013663,PGM00377,PROV1433,FUND_13663,REG44,2025-07-13,712959.69,555279.75,77.88,280266.49,65152.08,157679.94,86.45,185,Rejected,2025-08-07,N,2025-07,Lisa Ware,2025-11-19 15:54:47.451364,2025-07-13,2026-06-20
FIN_013664,FID013664,PGM00368,PROV6452,FUND_13664,REG35,2024-07-12,2966032.89,2418685.22,81.55,1244596.15,41953.87,547347.67,74.11,96,Rejected,2024-07-28,N,2024-07,Scott Turner,2025-11-19 15:54:47.451364,2024-07-12,2024-08-20
FIN_013665,FID013665,PGM00351,PROV9849,FUND_13665,REG66,2024-03-04,720469.96,434013.94,60.24,386542.08,22451.87,286456.02,98.73,97,Rejected,2025-11-03,N,2024-03,Kevin Gilbert,2025-11-19 15:54:47.451364,2024-03-04,2024-03-22
FIN_013666,FID013666,PGM00428,PROV2906,FUND_13666,REG68,2025-06-13,1595210.03,1117658.48,70.06,1170554.92,23681.33,477551.55,88.48,44,Approved,2025-06-24,N,2025-06,Keith Anderson PhD,2025-11-19 15:54:47.451364,2025-06-13,2026-02-14
FIN_013667,FID013667,PGM00344,PROV5882,FUND_13667,REG46,2024-02-09,2004665.89,1885454.17,94.05,786761.73,189758.72,119211.72,79.29,128,Rejected,2025-01-04,N,2024-02,Nicole Armstrong,2025-11-19 15:54:47.451364,2024-02-09,2024-06-18
FIN_013668,FID013668,PGM00289,PROV4000,FUND_13668,REG29,2024-01-14,2255322.33,2208588.77,97.93,1018518.63,215254.65,46733.56,83.82,101,Approved,2025-03-29,N,2024-01,Tracey Stafford,2025-11-19 15:54:47.451364,2024-01-14,2024-02-16
FIN_013669,FID013669,PGM00212,PROV5369,FUND_13669,REG83,2025-11-05,530688.82,527516.96,99.4,344220.06,31045.58,3171.86,95.03,50,Pending,2025-11-08,Y,2025-11,Corey Davis,2025-11-19 15:54:47.451364,2025-11-05,2025-12-13
FIN_013670,FID013670,PGM00046,PROV7965,FUND_13670,REG69,2024-09-15,4656311.64,4334107.48,93.08,2019962.87,439203.07,322204.16,79.08,103,Pending,2024-12-10,N,2024-09,Michael Warren,2025-11-19 15:54:47.451364,2024-09-15,2025-05-02
FIN_013671,FID013671,PGM00381,PROV8019,FUND_13671,REG70,2025-01-09,713180.3,568085.77,79.66,147436.55,45081.23,145094.53,74.72,18,Approved,2025-02-24,Y,2025-01,Joshua Allen,2025-11-19 15:54:47.451364,2025-01-09,2025-01-27
FIN_013672,FID013672,PGM00310,PROV4702,FUND_13672,REG97,2025-07-14,4625356.93,3122744.66,67.51,1958702.12,442260.04,1502612.27,97.71,11,Approved,2025-09-05,Y,2025-07,William Chung,2025-11-19 15:54:47.453400,2025-07-14,2026-07-01
FIN_013673,FID013673,PGM00258,PROV2508,FUND_13673,REG42,2025-06-17,3200063.79,2441893.26,76.31,2461381.76,102727.32,758170.53,83.93,135,Pending,2025-08-02,N,2025-06,Stephanie Garrison,2025-11-19 15:54:47.453400,2025-06-17,2026-03-27
FIN_013674,FID013674,PGM00098,PROV6227,FUND_13674,REG21,2025-06-19,4033645.33,2969531.24,73.62,2276249.59,56272.78,1064114.09,75.23,47,Approved,2025-08-05,N,2025-06,Danielle Avila,2025-11-19 15:54:47.453400,2025-06-19,2025-07-22
FIN_013675,FID013675,PGM00095,PROV9861,FUND_13675,REG15,2025-05-06,2280859.08,1677157.5,73.53,547365.49,56954.04,603701.58,98.97,161,Pending,2025-09-11,N,2025-05,Parker Wilson,2025-11-19 15:54:47.453400,2025-05-06,2026-04-03
FIN_013676,FID013676,PGM00169,PROV2661,FUND_13676,REG19,2024-05-18,164911.48,150971.98,91.55,20677.62,3456.7,13939.5,79.01,69,Approved,2024-07-27,N,2024-05,Maria Johnston,2025-11-19 15:54:47.453400,2024-05-18,2025-03-23
FIN_013677,FID013677,PGM00225,PROV1135,FUND_13677,REG29,2024-06-16,4671076.08,4658779.14,99.74,843618.91,434603.44,12296.94,80.24,49,Rejected,2025-09-27,Y,2024-06,Ashley Owens,2025-11-19 15:54:47.453400,2024-06-16,2024-10-16
FIN_013678,FID013678,PGM00158,PROV9497,FUND_13678,REG78,2024-02-24,1494655.05,1373939.38,91.92,999639.18,140062.97,120715.67,92.29,115,Rejected,2025-01-14,N,2024-02,Rhonda Munoz,2025-11-19 15:54:47.453400,2024-02-24,2025-01-08
FIN_013679,FID013679,PGM00188,PROV9139,FUND_13679,REG14,2024-12-29,2846308.16,1545095.21,54.28,1225894.86,236571.69,1301212.95,89.23,5,Pending,2025-02-08,Y,2024-12,David Campos,2025-11-19 15:54:47.453400,2024-12-29,2025-02-10
FIN_013680,FID013680,PGM00466,PROV7470,FUND_13680,REG94,2024-04-16,410493.8,261685.42,63.75,79695.67,10119.58,148808.38,84.57,45,Approved,2025-05-21,Y,2024-04,Scott Chen DVM,2025-11-19 15:54:47.453400,2024-04-16,2024-12-25
FIN_013681,FID013681,PGM00145,PROV9478,FUND_13681,REG31,2025-11-18,3954214.92,3609577.01,91.28,2312528.74,155523.51,344637.91,84.26,25,Approved,2025-11-18,N,2025-11,Jeffrey Valencia DDS,2025-11-19 15:54:47.453400,2025-11-18,2026-04-27
FIN_013682,FID013682,PGM00026,PROV3579,FUND_13682,REG88,2025-04-30,3694399.84,3476971.66,94.11,417746.09,106201.61,217428.18,71.86,137,Rejected,2025-08-28,N,2025-04,Aaron Padilla,2025-11-19 15:54:47.453400,2025-04-30,2025-10-09
FIN_013683,FID013683,PGM00423,PROV8166,FUND_13683,REG97,2024-02-25,133406.01,130284.13,97.66,39362.52,10480.43,3121.88,96.63,96,Rejected,2025-07-09,Y,2024-02,Sarah Malone,2025-11-19 15:54:47.453400,2024-02-25,2024-11-02
FIN_013684,FID013684,PGM00206,PROV4616,FUND_13684,REG24,2024-01-07,1800271.08,1070475.74,59.46,806890.57,47989.35,729795.34,96.19,99,Pending,2024-09-12,N,2024-01,Richard Maxwell,2025-11-19 15:54:47.453400,2024-01-07,2024-09-15
FIN_013685,FID013685,PGM00404,PROV1686,FUND_13685,REG99,2025-10-18,3939581.13,1970482.87,50.02,1860653.36,384864.22,1969098.26,88.1,92,Rejected,2025-10-27,N,2025-10,Alicia Holland,2025-11-19 15:54:47.453400,2025-10-18,2026-09-15
FIN_013686,FID013686,PGM00126,PROV6697,FUND_13686,REG38,2025-05-23,443751.29,341906.21,77.05,306114.13,30922.7,101845.08,93.3,179,Rejected,2025-07-10,Y,2025-05,Brian Wilson MD,2025-11-19 15:54:47.453400,2025-05-23,2025-11-15
FIN_013687,FID013687,PGM00363,PROV4511,FUND_13687,REG80,2024-03-25,1754201.25,1464248.68,83.47,274952.32,124166.11,289952.57,99.17,68,Pending,2025-09-08,N,2024-03,Andre Bush,2025-11-19 15:54:47.453400,2024-03-25,2024-09-05
FIN_013688,FID013688,PGM00463,PROV6546,FUND_13688,REG70,2023-11-30,1819357.65,1577085.49,86.68,890917.28,145915.25,242272.16,88.21,58,Approved,2025-02-03,N,2023-11,Robert Webster,2025-11-19 15:54:47.453400,2023-11-30,2024-06-30
FIN_013689,FID013689,PGM00025,PROV8569,FUND_13689,REG16,2025-09-05,1750851.83,929426.24,53.08,1152664.97,77155.1,821425.59,72.96,71,Approved,2025-09-23,Y,2025-09,Laura Moore,2025-11-19 15:54:47.453400,2025-09-05,2025-10-03
FIN_013690,FID013690,PGM00491,PROV2059,FUND_13690,REG62,2025-01-21,939501.47,629075.99,66.96,368798.97,49554.54,310425.48,91.0,34,Rejected,2025-08-31,N,2025-01,Eric Maxwell,2025-11-19 15:54:47.453400,2025-01-21,2025-09-10
FIN_013691,FID013691,PGM00155,PROV9063,FUND_13691,REG96,2025-06-04,1836396.34,1776173.29,96.72,455681.91,167042.35,60223.05,75.15,43,Pending,2025-08-30,N,2025-06,Shannon Smith,2025-11-19 15:54:47.453400,2025-06-04,2025-12-07
FIN_013692,FID013692,PGM00322,PROV4014,FUND_13692,REG55,2025-06-19,1763491.71,1648634.29,93.49,496019.71,84101.44,114857.42,72.91,73,Rejected,2025-10-21,Y,2025-06,Amanda Moore,2025-11-19 15:54:47.453400,2025-06-19,2026-01-24
FIN_013693,FID013693,PGM00310,PROV9183,FUND_13693,REG73,2024-02-20,3893787.25,3521178.27,90.43,2024095.57,239579.04,372608.98,95.88,159,Pending,2024-09-19,N,2024-02,Randall Gray,2025-11-19 15:54:47.453400,2024-02-20,2024-05-25
FIN_013694,FID013694,PGM00187,PROV4731,FUND_13694,REG70,2024-07-22,1343985.64,733547.67,54.58,844223.61,107177.35,610437.97,80.8,86,Approved,2025-06-24,N,2024-07,Robert Santos,2025-11-19 15:54:47.453400,2024-07-22,2024-09-03
FIN_013695,FID013695,PGM00182,PROV7221,FUND_13695,REG15,2024-10-05,1357424.7,1076068.56,79.27,933717.48,40094.87,281356.14,97.06,139,Approved,2024-12-20,N,2024-10,Sandra Williams,2025-11-19 15:54:47.453400,2024-10-05,2025-04-16
FIN_013696,FID013696,PGM00463,PROV2236,FUND_13696,REG30,2024-05-31,1818911.1,1044908.19,57.45,1170260.12,136604.98,774002.91,77.34,181,Pending,2024-08-11,Y,2024-05,Cory Crosby,2025-11-19 15:54:47.453400,2024-05-31,2024-08-30
