assignment_id,employee_id,family_id,assigned_date,status,remarks,TRS_Rating_Score,TRS_Level,Assessment_Score,Mentor_Visits,Staff_Training_Count,Provider_Capacity,Capacity_Utilization_Percent,Provider_Type,Active_Children_Count,Complaints_Received,Corrective_Actions_Taken,Assessment_Status,Next_Assessment_Date,Data_Refresh_Timestamp
ASG_003618,EMP_000137,FAM_002377,2017-11-14,Assigned,Between grow hair total sign boy well continue.,4.88,Level 4,42.41,7,12,186,39.75,Center,143,10,4,Scheduled,2026-06-05,2025-11-14 15:16:57.533824
ASG_003619,EMP_000947,FAM_000712,2022-07-15,Completed,Office hand sure get better you food player.,2.84,Level 2,28.14,4,10,153,69.03,School,218,20,2,Pending Review,2026-05-15,2025-11-14 15:16:57.533824
ASG_003620,EMP_000183,FAM_000037,2018-07-30,Completed,Military fact future cut finally individual.,4.39,Level 4,83.91,1,14,106,15.79,School,99,0,4,Completed,2026-06-29,2025-11-14 15:16:57.533824
ASG_003621,EMP_000236,FAM_000199,2018-09-30,Completed,Common seem party above.,2.97,Level 3,91.06,7,2,183,23.94,Center,2,4,1,Scheduled,2026-10-11,2025-11-14 15:16:57.533824
ASG_003622,EMP_000163,FAM_000519,2020-06-22,Closed,See person worry road finish against.,2.25,Level 3,64.12,5,18,81,12.81,School,257,11,2,Completed,2026-06-04,2025-11-14 15:16:57.533824
ASG_003623,EMP_000171,FAM_002575,2023-08-12,Assigned,Recognize condition hold produce practice billion.,3.95,Level 2,78.25,4,9,171,22.93,School,84,3,0,Scheduled,2026-12-14,2025-11-14 15:16:57.533824
ASG_003624,EMP_001360,FAM_001241,2020-09-18,Completed,Throughout your miss out identify.,1.87,Level 1,37.53,4,10,254,52.07,School,185,2,0,Completed,2026-09-27,2025-11-14 15:16:57.533824
ASG_003625,EMP_001100,FAM_000463,2019-12-26,Closed,Firm she partner individual follow choice relate.,2.57,Level 3,91.1,7,17,270,11.45,Center,16,2,3,Completed,2027-08-16,2025-11-14 15:16:57.533824
ASG_003626,EMP_000416,FAM_002721,2016-08-19,Completed,Develop force major without network.,4.13,Level 2,25.16,9,13,107,96.92,Center,267,11,2,Pending Review,2027-03-03,2025-11-14 15:16:57.533824
ASG_003627,EMP_000037,FAM_002603,2016-04-17,Completed,Government into spend big vote smile do.,3.59,Level 2,35.01,7,12,46,47.25,Center,92,10,1,Completed,2027-07-13,2025-11-14 15:16:57.533824
ASG_003628,EMP_001026,FAM_002601,2016-11-30,Escalated,Born although teach early.,4.83,Level 3,74.5,10,19,78,103.96,Center,103,18,1,Completed,2026-02-25,2025-11-14 15:16:57.533824
ASG_003629,EMP_001467,FAM_002070,2023-08-10,Assigned,Mission open pull artist protect morning as win.,2.4,Level 3,76.77,9,16,219,63.11,School,120,19,0,Pending Review,2026-06-19,2025-11-14 15:16:57.533824
ASG_003630,EMP_000164,FAM_000956,2023-07-10,Escalated,Whether teach pressure fish exist radio able.,3.71,Level 3,65.88,3,1,75,79.06,Home,159,7,2,Pending Review,2026-10-31,2025-11-14 15:16:57.533824
ASG_003631,EMP_000522,FAM_001746,2016-03-01,Assigned,American lot or record book bill.,2.02,Level 3,0.45,10,18,200,25.47,School,230,16,1,Pending Review,2026-06-29,2025-11-14 15:16:57.533824
ASG_003632,EMP_000344,FAM_002531,2024-07-07,Assigned,Accept side brother get according eye.,3.77,Level 1,1.44,6,14,93,111.44,Home,129,0,1,Pending Review,2027-01-28,2025-11-14 15:16:57.533824
ASG_003633,EMP_001141,FAM_001867,2020-12-28,Assigned,Car boy that give result family fine improve them.,1.05,Level 4,54.81,2,16,134,10.81,Center,12,10,2,Pending Review,2027-08-30,2025-11-14 15:16:57.533824
ASG_003634,EMP_001193,FAM_001629,2022-10-20,Escalated,Debate man name everybody job could small information.,3.29,Level 3,22.41,7,3,56,40.43,School,224,18,1,Scheduled,2027-10-22,2025-11-14 15:16:57.533824
ASG_003635,EMP_001061,FAM_001556,2025-10-29,Assigned,Source agree apply group son pick focus clearly place produce.,1.86,Level 2,92.88,0,17,284,95.19,School,275,0,5,Pending Review,2026-12-29,2025-11-14 15:16:57.533824
ASG_003636,EMP_001131,FAM_000368,2023-12-02,Closed,Family center occur purpose hand month different end.,4.51,Level 2,96.02,7,11,82,16.89,Home,50,11,4,Completed,2026-02-26,2025-11-14 15:16:57.533824
ASG_003637,EMP_001108,FAM_001054,2016-03-31,Completed,Close responsibility compare back ahead enjoy church stay.,2.01,Level 2,86.39,1,18,206,50.51,School,245,0,0,Scheduled,2026-04-12,2025-11-14 15:16:57.533824
ASG_003638,EMP_001272,FAM_001305,2024-06-01,Escalated,Have nation yard receive until instead.,1.52,Level 4,55.24,0,4,238,63.97,Home,159,6,2,Scheduled,2026-09-06,2025-11-14 15:16:57.533824
ASG_003639,EMP_000817,FAM_000798,2017-02-25,Escalated,Almost break probably television maybe rock well realize buy policy hold.,2.9,Level 1,79.24,3,10,74,109.78,Center,3,10,0,Scheduled,2027-03-04,2025-11-14 15:16:57.533824
ASG_003640,EMP_001495,FAM_000069,2016-06-07,Completed,Allow clearly recognize practice simply lay.,3.83,Level 4,5.06,9,18,60,109.27,Center,173,20,4,Completed,2025-11-25,2025-11-14 15:16:57.533824
ASG_003641,EMP_000679,FAM_001304,2021-07-12,Assigned,Back everybody build never seek group whether as source account.,2.23,Level 4,15.86,9,12,281,119.51,School,229,3,1,Pending Review,2025-11-16,2025-11-14 15:16:57.533824
ASG_003642,EMP_001483,FAM_002649,2023-11-05,Closed,Any your ever behavior majority perhaps argue.,1.54,Level 3,34.17,2,5,169,102.34,School,287,18,2,Scheduled,2027-05-02,2025-11-14 15:16:57.533824
ASG_003643,EMP_000047,FAM_002496,2023-03-15,Closed,System become huge discover owner end customer opportunity age.,2.58,Level 2,6.84,10,18,229,40.29,Center,138,17,4,Completed,2026-10-13,2025-11-14 15:16:57.533824
ASG_003644,EMP_000994,FAM_002314,2022-07-27,Escalated,Former wide brother past hit fear central.,1.07,Level 2,95.99,8,15,22,109.86,Center,44,13,2,Completed,2027-05-22,2025-11-14 15:16:57.533824
ASG_003645,EMP_000256,FAM_000068,2018-09-09,Assigned,Represent investment in turn remember begin.,4.03,Level 4,65.0,0,0,256,102.29,School,91,18,0,Scheduled,2026-11-06,2025-11-14 15:16:57.533824
ASG_003646,EMP_001400,FAM_002674,2025-08-31,Assigned,Go professional federal learn whose end financial.,4.85,Level 3,13.38,10,11,51,70.29,School,157,5,4,Scheduled,2025-11-14,2025-11-14 15:16:57.533824
ASG_003647,EMP_000195,FAM_000219,2023-07-01,Escalated,Anything agreement car generation five environmental man yes value save.,4.7,Level 3,68.54,2,20,167,28.01,Center,71,10,3,Completed,2025-12-27,2025-11-14 15:16:57.533824
ASG_003648,EMP_001260,FAM_002229,2018-05-24,Assigned,Experience development office season back behavior section central budget.,4.28,Level 3,41.39,4,4,59,80.22,Home,22,18,1,Completed,2026-11-15,2025-11-14 15:16:57.533824
ASG_003649,EMP_000486,FAM_000524,2016-01-11,Assigned,Suggest foreign yeah old charge car different rich western.,4.17,Level 4,47.96,8,16,171,20.46,School,85,15,3,Scheduled,2026-04-21,2025-11-14 15:16:57.533824
ASG_003650,EMP_001059,FAM_001178,2025-05-07,Closed,Game approach eight game expert threat adult common.,4.0,Level 4,90.8,6,6,191,75.96,School,218,5,4,Pending Review,2027-10-05,2025-11-14 15:16:57.533824
ASG_003651,EMP_000885,FAM_002195,2019-09-22,Completed,Official left leave beyond part ground thing suddenly.,3.72,Level 1,82.94,5,7,119,64.73,Home,242,7,3,Completed,2027-11-09,2025-11-14 15:16:57.533824
ASG_003652,EMP_001424,FAM_001463,2024-12-26,Assigned,Air nearly property start sometimes present change without.,3.24,Level 3,86.71,1,12,194,92.8,Center,110,10,3,Scheduled,2027-08-28,2025-11-14 15:16:57.533824
ASG_003653,EMP_000012,FAM_001427,2021-10-07,Completed,Defense expert dark property election federal standard ability large news.,2.51,Level 3,25.48,5,0,86,91.39,School,267,8,2,Scheduled,2027-05-01,2025-11-14 15:16:57.533824
ASG_003654,EMP_000145,FAM_000224,2022-07-27,Escalated,According people kitchen company.,2.36,Level 3,48.71,5,17,11,36.25,Center,94,17,0,Pending Review,2025-12-02,2025-11-14 15:16:57.533824
ASG_003655,EMP_000134,FAM_001394,2022-12-13,Assigned,Whom arrive difference every democratic star practice station society make.,1.43,Level 4,9.39,4,4,122,113.71,Home,102,19,1,Pending Review,2027-01-28,2025-11-14 15:16:57.533824
ASG_003656,EMP_001071,FAM_000926,2021-04-03,Completed,Anyone me pretty medical catch sometimes address.,4.78,Level 3,55.76,5,11,171,57.83,Home,49,9,1,Scheduled,2026-10-12,2025-11-14 15:16:57.533824
ASG_003657,EMP_001242,FAM_001380,2016-10-23,Escalated,Develop almost character morning or possible size.,2.56,Level 3,99.5,2,13,250,22.07,Home,124,10,5,Completed,2027-09-06,2025-11-14 15:16:57.533824
ASG_003658,EMP_001241,FAM_002263,2023-06-04,Escalated,Like sometimes environment common set second.,4.16,Level 2,64.52,6,3,267,67.46,Center,79,15,2,Completed,2026-05-06,2025-11-14 15:16:57.533824
ASG_003659,EMP_000742,FAM_002297,2022-04-02,Assigned,Test help money without particular.,3.39,Level 2,63.61,4,20,117,66.7,Center,219,0,1,Completed,2026-04-02,2025-11-14 15:16:57.533824
ASG_003660,EMP_001177,FAM_002536,2025-10-18,Completed,Various true present visit common true spend.,3.61,Level 3,44.8,8,9,24,70.26,School,112,19,2,Pending Review,2027-05-12,2025-11-14 15:16:57.533824
ASG_003661,EMP_000965,FAM_000220,2022-06-23,Escalated,Since prove dog involve garden responsibility answer walk minute.,3.39,Level 4,46.17,4,9,69,97.23,Home,112,7,3,Pending Review,2026-10-30,2025-11-14 15:16:57.533824
ASG_003662,EMP_001350,FAM_000333,2023-02-05,Assigned,Environmental none describe read whether may arrive practice art affect.,4.41,Level 2,85.18,6,7,168,82.62,Center,119,0,2,Pending Review,2027-01-15,2025-11-14 15:16:57.533824
ASG_003663,EMP_000865,FAM_002692,2020-12-20,Escalated,International cultural something from.,4.81,Level 3,6.12,1,12,236,95.0,School,297,19,3,Scheduled,2027-09-17,2025-11-14 15:16:57.533824
ASG_003664,EMP_001086,FAM_001588,2016-01-29,Closed,Here human respond rich same early.,3.76,Level 3,14.15,0,5,263,27.29,School,233,3,4,Scheduled,2027-10-26,2025-11-14 15:16:57.533824
ASG_003665,EMP_000873,FAM_000252,2024-04-17,Assigned,Brother name left nothing fact day doctor.,2.53,Level 4,59.47,10,10,134,97.07,Home,226,9,2,Scheduled,2027-04-20,2025-11-14 15:16:57.533824
ASG_003666,EMP_001401,FAM_000307,2020-10-09,Closed,Of leave something late street.,1.7,Level 3,37.06,4,2,109,79.73,Home,100,16,0,Scheduled,2026-07-08,2025-11-14 15:16:57.533824
ASG_003667,EMP_001414,FAM_000122,2017-04-13,Escalated,Animal myself some visit represent.,2.33,Level 4,22.99,5,2,124,49.69,Home,89,13,1,Scheduled,2025-12-06,2025-11-14 15:16:57.533824
ASG_003668,EMP_000378,FAM_002500,2025-05-17,Completed,Leader like experience marriage throw night central foot significant during.,2.58,Level 1,67.49,9,3,195,106.91,Center,299,3,2,Completed,2026-11-17,2025-11-14 15:16:57.533824
ASG_003669,EMP_000013,FAM_001237,2020-05-14,Closed,Part single goal two prove collection glass simply force population.,1.17,Level 2,39.65,1,11,77,101.59,Home,271,16,4,Pending Review,2027-04-09,2025-11-14 15:16:57.533824
ASG_003670,EMP_000728,FAM_002430,2023-07-02,Escalated,Family class office unit push usually almost.,4.89,Level 3,12.49,4,7,203,26.26,School,203,14,0,Completed,2027-11-12,2025-11-14 15:16:57.533824
ASG_003671,EMP_000218,FAM_001361,2018-07-22,Escalated,Discussion thousand probably central authority huge ten size special throughout light.,2.65,Level 2,31.78,0,20,232,49.25,Home,172,15,2,Pending Review,2027-08-29,2025-11-14 15:16:57.533824
ASG_003672,EMP_000589,FAM_002276,2021-07-24,Completed,Might majority environmental purpose no health off TV serious article.,2.95,Level 2,4.95,10,18,173,70.71,Home,192,4,0,Completed,2027-03-11,2025-11-14 15:16:57.533824
ASG_003673,EMP_000870,FAM_000636,2019-01-22,Assigned,Political sort popular individual kid others save actually.,4.74,Level 4,84.87,2,15,272,90.39,Center,78,11,5,Completed,2027-07-07,2025-11-14 15:16:57.533824
ASG_003674,EMP_000232,FAM_000711,2016-10-25,Escalated,Include five director only ahead.,1.67,Level 3,35.01,9,10,148,72.37,Center,78,9,3,Scheduled,2026-02-07,2025-11-14 15:16:57.533824
ASG_003675,EMP_000837,FAM_001186,2024-04-02,Closed,Ever matter painting study standard.,3.88,Level 2,15.32,8,20,12,23.08,Center,23,7,0,Scheduled,2026-11-25,2025-11-14 15:16:57.533824
ASG_003676,EMP_000686,FAM_001503,2018-06-03,Completed,Popular read whether positive feeling travel turn travel.,1.23,Level 3,92.79,7,12,51,25.39,Center,208,15,4,Scheduled,2026-08-01,2025-11-14 15:16:57.533824
ASG_003677,EMP_001498,FAM_002803,2021-04-03,Closed,Own us because certain some.,4.71,Level 4,44.83,0,17,42,62.25,Center,130,8,3,Pending Review,2026-05-01,2025-11-14 15:16:57.533824
ASG_003678,EMP_001123,FAM_001016,2021-12-27,Closed,Effect drug now response after card trade science author.,2.98,Level 2,99.35,9,12,170,75.17,Home,216,16,3,Completed,2026-12-17,2025-11-14 15:16:57.533824
ASG_003679,EMP_001414,FAM_001189,2023-07-23,Completed,Memory subject which itself accept side record return.,1.39,Level 4,96.64,0,17,105,12.99,Home,257,9,5,Completed,2025-11-19,2025-11-14 15:16:57.533824
ASG_003680,EMP_001234,FAM_000643,2022-12-07,Assigned,Special edge on black direction ready.,4.66,Level 2,2.18,2,6,133,36.56,Center,29,5,0,Scheduled,2027-06-15,2025-11-14 15:16:57.533824
ASG_003681,EMP_001162,FAM_002122,2024-10-28,Assigned,While matter get high what.,3.96,Level 3,99.4,5,4,99,70.41,Center,209,4,2,Completed,2026-10-30,2025-11-14 15:16:57.533824
ASG_003682,EMP_000879,FAM_000467,2024-07-30,Assigned,Ago ok example likely dog.,3.51,Level 1,44.16,8,17,43,73.84,School,184,9,2,Pending Review,2027-01-09,2025-11-14 15:16:57.533824
ASG_003683,EMP_000978,FAM_000850,2023-07-19,Assigned,Miss site thing Mrs computer idea detail loss brother wife you.,4.12,Level 2,76.2,2,10,168,119.73,Home,275,20,3,Scheduled,2026-03-12,2025-11-14 15:16:57.533824
ASG_003684,EMP_000485,FAM_002602,2018-10-10,Completed,Above executive eight message or pull.,4.57,Level 3,60.75,8,9,247,70.99,Center,250,4,3,Scheduled,2026-01-22,2025-11-14 15:16:57.533824
ASG_003685,EMP_001391,FAM_001096,2021-02-08,Escalated,Describe role light increase east note special it quickly.,1.32,Level 2,38.71,5,4,14,54.51,School,71,8,5,Scheduled,2026-09-10,2025-11-14 15:16:57.533824
ASG_003686,EMP_000599,FAM_002637,2022-04-19,Assigned,Red piece card red bit up family worker direction red.,3.73,Level 3,9.66,3,0,208,45.13,School,23,1,2,Scheduled,2026-04-26,2025-11-14 15:16:57.533824
ASG_003687,EMP_000761,FAM_000296,2020-05-10,Completed,Per style institution paper two weight gun where.,1.92,Level 1,40.49,3,11,66,70.84,Home,246,5,2,Pending Review,2026-12-01,2025-11-14 15:16:57.533824
ASG_003688,EMP_001254,FAM_001289,2018-12-01,Assigned,Gun factor give PM.,2.56,Level 4,63.49,8,16,247,65.33,School,145,19,3,Completed,2026-09-25,2025-11-14 15:16:57.533824
ASG_003689,EMP_001405,FAM_001117,2022-09-26,Escalated,Space no garden nature rise under kind pretty.,3.39,Level 1,5.49,8,8,248,62.2,School,164,4,4,Pending Review,2026-05-15,2025-11-14 15:16:57.533824
ASG_003690,EMP_000477,FAM_002418,2020-02-18,Assigned,Dog conference woman yeah heart agent standard.,2.59,Level 3,16.52,7,8,296,35.43,School,238,11,3,Scheduled,2027-08-13,2025-11-14 15:16:57.533824
ASG_003691,EMP_000909,FAM_001319,2020-02-27,Escalated,Physical follow successful audience start different action century act.,3.98,Level 1,92.56,10,8,190,117.6,Home,202,11,0,Completed,2027-10-17,2025-11-14 15:16:57.533824
ASG_003692,EMP_000982,FAM_001906,2024-01-21,Escalated,Throughout six skill the understand on pattern right realize significant.,3.52,Level 4,97.13,0,20,138,83.23,Home,78,8,5,Pending Review,2025-11-21,2025-11-14 15:16:57.533824
ASG_003693,EMP_001335,FAM_001876,2024-08-09,Closed,Easy activity see think apply week along large reason.,1.75,Level 1,93.79,3,20,142,65.16,School,223,1,2,Pending Review,2026-10-10,2025-11-14 15:16:57.533824
ASG_003694,EMP_001176,FAM_001186,2022-11-11,Escalated,Security dog wait travel record police.,2.54,Level 2,9.51,4,18,65,73.07,Center,62,2,3,Scheduled,2026-08-18,2025-11-14 15:16:57.533824
ASG_003695,EMP_000468,FAM_001840,2020-12-16,Completed,Star turn he toward especially west consider player.,2.25,Level 3,36.62,7,4,182,91.08,School,116,14,5,Pending Review,2027-09-23,2025-11-14 15:16:57.533824
ASG_003696,EMP_000032,FAM_002857,2018-11-11,Closed,Relate common rather year commercial more.,1.37,Level 4,98.6,3,3,41,38.02,Center,36,2,1,Scheduled,2026-10-29,2025-11-14 15:16:57.533824
ASG_003697,EMP_000098,FAM_002792,2018-04-19,Closed,Sister security talk whatever product collection.,1.61,Level 1,73.3,1,1,230,73.97,Home,190,1,3,Completed,2027-07-02,2025-11-14 15:16:57.533824
ASG_003698,EMP_000838,FAM_000233,2016-01-30,Escalated,Day economic alone ahead director even how tree skin against policy.,1.14,Level 3,92.57,7,9,239,81.42,Home,24,16,0,Pending Review,2026-01-12,2025-11-14 15:16:57.533824
ASG_003699,EMP_000586,FAM_000436,2021-01-25,Escalated,Reason draw section international entire itself walk.,3.56,Level 1,59.89,5,11,226,72.13,Home,17,16,5,Scheduled,2027-05-29,2025-11-14 15:16:57.533824
ASG_003700,EMP_000674,FAM_000547,2016-04-24,Closed,Sea throughout successful girl ready traditional factor.,4.28,Level 3,82.07,7,11,295,101.6,Center,103,1,2,Scheduled,2027-06-28,2025-11-14 15:16:57.533824
ASG_003701,EMP_001251,FAM_001826,2023-06-10,Escalated,Coach agent sometimes approach agreement yeah government.,2.93,Level 1,36.77,2,20,259,63.9,Home,136,19,2,Completed,2026-05-14,2025-11-14 15:16:57.533824
ASG_003702,EMP_000947,FAM_001211,2025-10-21,Assigned,Deep either enough throughout fish.,4.28,Level 2,8.02,0,13,93,117.9,Home,91,19,2,Pending Review,2026-02-16,2025-11-14 15:16:57.533824
ASG_003703,EMP_001212,FAM_001163,2018-03-27,Escalated,Key thought cup consider future table history realize.,4.45,Level 1,96.73,6,19,196,82.45,School,33,0,0,Completed,2026-07-30,2025-11-14 15:16:57.533824
ASG_003704,EMP_001056,FAM_002896,2024-09-25,Assigned,Skin mention series especially prepare may responsibility still.,4.04,Level 3,37.86,0,19,215,27.28,Home,184,18,5,Completed,2026-07-19,2025-11-14 15:16:57.533824
ASG_003705,EMP_000517,FAM_000436,2025-05-24,Assigned,Practice tax wall serious for left eight truth.,4.13,Level 1,73.49,10,6,12,55.94,Center,144,10,3,Scheduled,2027-07-11,2025-11-14 15:16:57.533824
ASG_003706,EMP_000243,FAM_000894,2023-01-15,Escalated,Student white such son without business claim wrong high.,1.94,Level 3,1.51,2,14,173,82.13,Home,177,9,5,Completed,2026-12-25,2025-11-14 15:16:57.533824
ASG_003707,EMP_000470,FAM_000570,2025-01-08,Completed,Kind consider carry store story nearly.,1.48,Level 4,83.58,4,10,237,75.28,Home,51,10,4,Completed,2026-03-06,2025-11-14 15:16:57.533824
ASG_003708,EMP_000885,FAM_001373,2018-01-21,Closed,His enter age stop listen those try.,3.38,Level 4,43.4,1,2,277,56.13,School,54,19,2,Scheduled,2026-07-08,2025-11-14 15:16:57.533824
ASG_003709,EMP_001221,FAM_001034,2021-06-04,Closed,Exist myself cell mouth too determine interest finish.,3.68,Level 1,77.84,9,8,71,92.76,School,264,1,5,Pending Review,2027-01-26,2025-11-14 15:16:57.533824
ASG_003710,EMP_000659,FAM_000742,2019-04-13,Escalated,Author believe argue protect force.,2.74,Level 1,28.98,5,10,129,22.7,Home,8,3,4,Scheduled,2026-09-11,2025-11-14 15:16:57.533824
ASG_003711,EMP_001296,FAM_002628,2023-12-20,Assigned,Huge probably at strong item.,4.28,Level 4,48.22,7,3,260,101.12,Home,209,3,3,Pending Review,2027-10-23,2025-11-14 15:16:57.533824
ASG_003712,EMP_000699,FAM_000605,2023-12-03,Escalated,Music example eight fish end spend parent teacher adult her understand.,2.78,Level 3,7.25,10,16,273,95.55,Home,185,20,2,Completed,2025-11-25,2025-11-14 15:16:57.533824
ASG_003713,EMP_001249,FAM_001192,2018-01-04,Completed,Modern teacher woman measure.,3.71,Level 2,29.53,7,10,136,67.52,Center,78,15,0,Pending Review,2026-10-16,2025-11-14 15:16:57.533824
ASG_003714,EMP_000646,FAM_000184,2016-03-02,Closed,Off anyone front impact while.,4.28,Level 3,65.45,10,18,41,99.62,Center,109,1,5,Completed,2026-10-28,2025-11-14 15:16:57.533824
ASG_003715,EMP_000675,FAM_002911,2020-01-26,Completed,Pm senior production learn federal light oil dog.,1.21,Level 4,87.43,5,11,258,57.34,School,48,4,5,Pending Review,2027-01-11,2025-11-14 15:16:57.533824
ASG_003716,EMP_000226,FAM_001449,2016-06-24,Assigned,Institution animal conference bill become best.,2.09,Level 2,95.43,8,4,279,94.28,Center,142,10,0,Completed,2026-11-21,2025-11-14 15:16:57.533824
ASG_003717,EMP_001391,FAM_002043,2018-12-19,Escalated,He race director worker task.,2.64,Level 1,48.9,5,13,30,10.91,School,12,13,4,Pending Review,2027-09-05,2025-11-14 15:16:57.533824
ASG_003718,EMP_001113,FAM_000653,2023-09-21,Assigned,Author song ok conference owner say.,3.66,Level 4,39.66,6,17,123,96.74,Home,118,5,5,Completed,2025-12-07,2025-11-14 15:16:57.533824
ASG_003719,EMP_001157,FAM_000063,2024-12-23,Closed,Example record many cold trade study kind everybody.,3.65,Level 1,16.13,2,5,148,18.65,School,100,12,0,Scheduled,2026-04-07,2025-11-14 15:16:57.533824
ASG_003720,EMP_000601,FAM_000401,2018-05-05,Closed,Age his industry clearly conference who each old.,2.17,Level 1,35.6,3,0,25,25.0,Center,300,4,5,Pending Review,2026-09-10,2025-11-14 15:16:57.533824
ASG_003721,EMP_001274,FAM_002142,2025-08-27,Assigned,Nice billion such dinner stage concern drug.,1.4,Level 1,93.68,1,15,252,116.95,School,74,16,2,Completed,2027-09-08,2025-11-14 15:16:57.533824
ASG_003722,EMP_001332,FAM_002525,2019-01-05,Closed,Need fast man news artist.,3.64,Level 1,90.55,10,4,300,112.79,School,215,0,5,Scheduled,2026-04-07,2025-11-14 15:16:57.533824
ASG_003723,EMP_000997,FAM_000612,2024-08-18,Escalated,Change series large health because write remember kitchen.,4.96,Level 4,11.16,7,6,160,35.68,School,48,12,5,Completed,2027-10-04,2025-11-14 15:16:57.533824
ASG_003724,EMP_000483,FAM_002457,2017-01-13,Completed,Know over party walk walk when say wonder door.,3.85,Level 3,16.39,10,12,162,57.27,School,126,19,2,Pending Review,2026-03-01,2025-11-14 15:16:57.533824
ASG_003725,EMP_000338,FAM_000607,2017-07-10,Assigned,Couple walk the your beautiful situation each brother.,2.66,Level 4,1.86,9,15,183,66.76,Center,254,16,0,Pending Review,2026-03-11,2025-11-14 15:16:57.533824
ASG_003726,EMP_000650,FAM_002073,2022-01-24,Escalated,Those occur open name how word wrong cause.,4.49,Level 3,59.27,6,15,97,50.54,Center,60,19,5,Completed,2027-09-22,2025-11-14 15:16:57.533824
ASG_003727,EMP_001296,FAM_002537,2022-07-01,Assigned,Despite nearly why add order.,4.85,Level 3,48.96,2,12,23,28.27,Center,63,13,0,Completed,2027-08-22,2025-11-14 15:16:57.533824
ASG_003728,EMP_000235,FAM_001434,2018-09-14,Closed,Choice example manager mission hand long think skin past where.,2.01,Level 1,35.76,8,1,107,108.02,Center,147,1,0,Completed,2027-04-29,2025-11-14 15:16:57.533824
ASG_003729,EMP_001228,FAM_000130,2022-11-19,Closed,Standard instead drug common responsibility ball soon know condition best.,1.06,Level 1,54.73,0,20,48,39.28,School,121,2,2,Pending Review,2027-01-06,2025-11-14 15:16:57.533824
ASG_003730,EMP_001429,FAM_002997,2023-01-15,Assigned,Health price store though know billion director quickly.,3.31,Level 2,32.46,1,18,32,22.87,Home,152,5,5,Scheduled,2027-08-23,2025-11-14 15:16:57.533824
ASG_003731,EMP_000420,FAM_002258,2016-01-16,Escalated,Bit ever wide heart prepare.,3.68,Level 2,59.42,10,9,251,70.83,Home,65,17,5,Scheduled,2026-01-31,2025-11-14 15:16:57.533824
ASG_003732,EMP_000239,FAM_002432,2018-11-09,Assigned,Section speech throw prepare including teach director team suggest common.,1.04,Level 1,67.89,1,12,81,75.82,Center,94,2,5,Completed,2027-10-10,2025-11-14 15:16:57.533824
ASG_003733,EMP_000882,FAM_002422,2020-05-05,Closed,Two nothing do most marriage fear not.,4.21,Level 1,38.66,5,8,280,65.21,School,198,15,5,Completed,2026-11-10,2025-11-14 15:16:57.533824
ASG_003734,EMP_000081,FAM_000639,2018-08-03,Escalated,Plant detail provide available pattern million other.,3.91,Level 3,70.71,3,12,47,22.96,Center,290,20,4,Scheduled,2026-06-14,2025-11-14 15:16:57.533824
ASG_003735,EMP_000923,FAM_000869,2024-10-10,Assigned,Task girl respond table politics while walk party admit.,4.11,Level 4,71.31,0,0,135,46.93,Home,79,19,0,Pending Review,2027-03-15,2025-11-14 15:16:57.533824
ASG_003736,EMP_001051,FAM_000775,2023-09-11,Assigned,Allow hold religious with production officer.,2.0,Level 3,5.78,0,18,212,107.99,Home,161,9,3,Pending Review,2027-02-01,2025-11-14 15:16:57.533824
ASG_003737,EMP_000219,FAM_001570,2017-12-31,Escalated,Gun property statement president city us may.,2.55,Level 2,17.81,9,3,194,35.88,Home,265,8,0,Pending Review,2026-05-23,2025-11-14 15:16:57.533824
ASG_003738,EMP_000516,FAM_000790,2018-09-14,Completed,Yet attention college do approach attention exist put evening.,4.64,Level 4,34.49,5,14,151,64.74,Center,7,8,1,Scheduled,2027-08-17,2025-11-14 15:16:57.533824
ASG_003739,EMP_001401,FAM_000406,2016-09-19,Assigned,Participant region station son still chance will.,3.46,Level 4,30.49,7,0,258,15.8,Center,45,19,0,Pending Review,2027-06-26,2025-11-14 15:16:57.533824
ASG_003740,EMP_000496,FAM_000844,2024-02-16,Escalated,Again indeed development draw after church such strategy public dark.,2.28,Level 1,52.65,10,1,221,13.42,School,213,16,4,Pending Review,2027-05-22,2025-11-14 15:16:57.533824
ASG_003741,EMP_000234,FAM_002210,2024-02-10,Closed,Son base where organization especially.,2.42,Level 2,73.2,8,0,233,68.92,Center,90,11,5,Pending Review,2027-10-12,2025-11-14 15:16:57.533824
ASG_003742,EMP_000118,FAM_001124,2025-07-02,Completed,Head prepare new evidence region wait anyone cup.,2.35,Level 4,7.45,5,10,124,97.06,School,189,10,5,Pending Review,2026-05-12,2025-11-14 15:16:57.533824
ASG_003743,EMP_000736,FAM_002507,2021-05-18,Escalated,Deal minute security same tonight fine else now good most.,2.32,Level 3,39.16,5,5,113,67.92,School,194,9,0,Scheduled,2027-04-30,2025-11-14 15:16:57.533824
ASG_003744,EMP_001086,FAM_000254,2016-04-07,Assigned,Major term member miss test feel call admit.,4.13,Level 4,37.78,4,2,30,86.15,Center,210,4,4,Scheduled,2026-09-24,2025-11-14 15:16:57.533824
ASG_003745,EMP_001443,FAM_000887,2023-06-11,Escalated,They Mr policy wind but real.,3.18,Level 4,80.23,10,6,162,27.66,School,294,19,2,Completed,2026-08-25,2025-11-14 15:16:57.533824
