event_id,program_id,geo_id,event_name,event_type,event_date,participants_count,event_count,families_engaged,partners_engaged,volunteers_involved,calls_received,calls_resolved,avg_resolution_time_min,campaign_reach,campaign_type,feedback_score,satisfaction_rate,outcome_category,cost_per_event,channel_type,participation_score,attendance_count
EVT_001487,PGM_00377,GEO_0162,Cross-group actuating complexity,Outreach,2023-03-02,226,5,139,18,46,281,167,25.04,4445,In-person,4.98,25.23,Success,12766.41,Online,62.43,19
EVT_001488,PGM_00357,GEO_0130,Optimized human-resource core,Conference,2022-07-26,140,3,136,1,71,34,59,71.21,6555,Phone,4.72,16.55,Failed,19635.89,Phone,50.51,318
EVT_001489,PGM_00203,GEO_0128,Re-engineered zero tolerance secured line,Training,2022-01-22,135,2,54,17,100,439,4,5.87,12243,Phone,2.42,66.15,Failed,3836.13,In-person,35.64,106
EVT_001490,PGM_00154,GEO_0199,Advanced non-volatile strategy,Outreach,2019-09-17,336,3,9,5,79,133,186,77.7,11906,SMS,2.58,14.84,Partial,17628.08,Online,66.77,104
EVT_001491,PGM_00465,GEO_0056,Cloned client-driven instruction set,Outreach,2025-09-05,286,5,114,7,83,321,227,64.04,6337,Phone,2.84,15.05,Partial,781.28,Phone,34.11,350
EVT_001492,PGM_00174,GEO_0134,Sharable 6thgeneration access,Outreach,2018-04-10,500,5,185,4,81,325,203,74.82,10530,Phone,4.93,24.03,Partial,18119.86,Phone,95.46,87
EVT_001493,PGM_00485,GEO_0003,Pre-emptive web-enabled groupware,Conference,2018-06-28,154,4,105,5,94,468,464,2.23,15139,Phone,1.96,24.19,Failed,12661.46,Online,57.05,398
EVT_001494,PGM_00406,GEO_0149,Open-architected 6thgeneration encryption,Outreach,2025-04-22,226,2,173,15,95,168,36,16.31,347,SMS,1.11,12.46,Failed,14427.13,SMS,53.73,350
EVT_001495,PGM_00234,GEO_0103,Triple-buffered transitional solution,Conference,2023-04-08,172,1,12,8,66,245,368,49.3,9637,Phone,2.71,28.43,Partial,13366.05,Phone,64.42,466
EVT_001496,PGM_00231,GEO_0099,Assimilated bandwidth-monitored alliance,Webinar,2016-11-30,47,4,60,13,78,241,184,44.8,16662,Phone,2.91,16.29,Failed,6035.05,Phone,39.93,147
EVT_001497,PGM_00215,GEO_0067,Organized high-level productivity,Conference,2022-05-18,165,3,109,11,76,245,256,32.86,4872,SMS,1.62,11.77,Partial,8985.44,Phone,8.56,326
EVT_001498,PGM_00062,GEO_0184,Programmable incremental Local Area Network,Webinar,2020-02-03,204,3,36,14,59,49,87,92.07,1889,SMS,4.88,60.87,Success,19567.62,Phone,40.98,61
EVT_001499,PGM_00425,GEO_0166,Open-source dynamic circuit,Conference,2025-01-06,80,4,42,20,69,5,232,70.71,13189,SMS,2.51,82.13,Failed,16347.2,In-person,17.22,52
EVT_001500,PGM_00227,GEO_0095,Grass-roots directional extranet,Webinar,2019-09-12,43,5,86,15,88,328,221,60.33,18713,In-person,1.59,27.47,Success,15033.32,In-person,29.03,305
EVT_001501,PGM_00035,GEO_0155,Enterprise-wide transitional algorithm,Webinar,2024-01-16,462,3,79,14,5,342,397,2.58,1891,Email,2.34,71.41,Success,12646.07,Phone,28.06,234
EVT_001502,PGM_00364,GEO_0103,Progressive hybrid support,Conference,2018-10-09,240,4,193,18,52,200,240,40.75,10642,Email,4.53,19.11,Success,1549.46,In-person,16.16,456
EVT_001503,PGM_00265,GEO_0049,Advanced reciprocal toolset,Training,2016-12-20,407,2,148,3,97,226,394,112.16,16708,Phone,1.69,42.08,Failed,10969.1,Online,61.01,59
EVT_001504,PGM_00027,GEO_0158,Quality-focused reciprocal groupware,Conference,2021-12-11,24,4,145,20,43,219,244,50.73,5841,Phone,4.89,71.28,Failed,2972.71,Phone,8.79,50
EVT_001505,PGM_00105,GEO_0152,Ergonomic empowering solution,Conference,2023-10-21,477,2,166,12,91,53,401,25.22,18194,SMS,1.41,15.24,Failed,19184.18,Phone,68.74,300
EVT_001506,PGM_00472,GEO_0121,Enterprise-wide foreground database,Conference,2020-11-10,255,5,51,16,62,194,172,77.83,6874,Email,3.05,18.76,Partial,1897.0,SMS,53.71,390
EVT_001507,PGM_00062,GEO_0173,Centralized mobile implementation,Outreach,2019-09-13,356,2,20,3,36,485,422,12.09,2730,Email,2.04,42.75,Success,14848.14,Online,84.38,437
EVT_001508,PGM_00331,GEO_0159,Profit-focused bottom-line pricing structure,Training,2022-12-13,433,5,65,10,23,340,486,32.68,7466,SMS,2.22,69.13,Failed,14995.89,SMS,15.22,233
EVT_001509,PGM_00304,GEO_0183,Cloned encompassing database,Training,2024-02-29,478,1,77,12,16,410,242,38.14,1486,Email,2.04,55.4,Success,11012.83,Phone,22.02,39
EVT_001510,PGM_00024,GEO_0085,Function-based bi-directional standardization,Webinar,2018-07-30,39,4,43,19,59,127,410,63.0,17576,Phone,2.37,23.85,Failed,19553.09,In-person,99.39,141
EVT_001511,PGM_00103,GEO_0047,Robust secondary service-desk,Training,2018-08-09,44,2,163,10,65,419,105,57.56,13432,Phone,4.04,19.05,Partial,4363.35,SMS,76.47,415
EVT_001512,PGM_00467,GEO_0008,Quality-focused full-range archive,Webinar,2019-05-10,251,2,141,19,18,475,263,113.35,2644,In-person,3.46,96.95,Success,7264.39,In-person,30.33,400
EVT_001513,PGM_00122,GEO_0100,Balanced eco-centric parallelism,Conference,2019-05-12,76,5,175,10,7,389,74,76.76,4782,Phone,1.31,35.09,Failed,6018.54,SMS,29.18,366
EVT_001514,PGM_00210,GEO_0033,Devolved full-range leverage,Training,2020-04-05,126,1,51,14,41,286,0,41.31,8628,SMS,1.83,77.56,Failed,5044.4,Phone,14.09,175
EVT_001515,PGM_00075,GEO_0184,Extended content-based hardware,Training,2022-01-28,316,4,182,6,52,115,136,55.57,11748,SMS,2.11,86.82,Success,5031.03,Online,70.64,114
EVT_001516,PGM_00352,GEO_0176,Managed encompassing infrastructure,Webinar,2023-12-04,194,5,43,19,53,444,398,18.67,13021,Email,2.77,61.69,Partial,4661.97,Phone,91.18,243
EVT_001517,PGM_00053,GEO_0140,Pre-emptive didactic Internet solution,Outreach,2016-11-22,468,4,14,19,9,182,319,38.99,15369,Phone,4.91,76.73,Failed,13777.43,Online,38.58,492
EVT_001518,PGM_00297,GEO_0062,Organic needs-based workforce,Outreach,2022-12-30,306,4,77,7,59,394,218,37.52,6282,Phone,4.22,1.95,Partial,11599.04,Phone,85.88,249
EVT_001519,PGM_00013,GEO_0113,Customer-focused background adapter,Webinar,2024-05-13,204,2,66,3,0,104,234,47.65,10677,SMS,1.34,53.6,Success,13145.55,SMS,61.6,343
EVT_001520,PGM_00186,GEO_0088,Vision-oriented system-worthy frame,Conference,2024-06-23,359,1,148,6,74,445,419,20.03,5837,Phone,4.86,16.84,Failed,10647.65,Online,9.82,417
EVT_001521,PGM_00226,GEO_0015,Open-architected leadingedge support,Webinar,2020-06-18,83,1,109,18,92,71,5,73.8,1029,Phone,4.91,49.65,Failed,6802.82,Online,79.79,163
EVT_001522,PGM_00367,GEO_0077,Grass-roots multimedia collaboration,Outreach,2023-07-09,162,2,3,19,22,267,97,88.07,9461,Email,2.93,17.26,Failed,3272.11,Online,72.95,116
EVT_001523,PGM_00281,GEO_0171,Reduced didactic open system,Conference,2020-06-10,380,5,131,0,35,181,230,48.14,19893,SMS,1.14,85.2,Failed,11117.36,SMS,82.02,232
EVT_001524,PGM_00438,GEO_0096,Extended composite extranet,Outreach,2019-09-17,484,4,130,20,26,93,318,58.52,9574,SMS,1.18,10.95,Failed,6327.52,Phone,42.68,71
EVT_001525,PGM_00228,GEO_0029,Multi-lateral background time-frame,Outreach,2025-06-12,6,2,175,5,68,182,57,78.39,6565,Email,4.68,68.24,Failed,17107.75,In-person,86.04,349
EVT_001526,PGM_00193,GEO_0158,Vision-oriented mission-critical definition,Training,2023-06-27,338,2,73,13,21,233,403,9.6,15302,In-person,3.06,46.47,Partial,19540.4,Online,45.79,224
EVT_001527,PGM_00351,GEO_0118,Versatile motivating standardization,Conference,2021-05-14,327,1,179,3,8,203,163,73.56,7036,Phone,4.33,78.95,Partial,884.29,Phone,52.87,160
EVT_001528,PGM_00266,GEO_0036,Switchable bifurcated framework,Training,2016-09-29,110,4,70,18,94,253,151,5.53,13497,SMS,1.97,16.1,Success,11993.72,Phone,78.06,370
EVT_001529,PGM_00184,GEO_0198,Reactive context-sensitive interface,Training,2024-04-04,289,5,193,6,80,416,440,91.59,985,SMS,2.27,0.55,Failed,4655.46,SMS,57.04,418
EVT_001530,PGM_00263,GEO_0014,Right-sized multi-state artificial intelligence,Outreach,2024-08-13,439,5,92,16,34,202,89,111.97,2237,In-person,4.44,1.66,Failed,9632.14,Phone,9.42,195
EVT_001531,PGM_00115,GEO_0027,Proactive encompassing challenge,Webinar,2024-09-14,38,4,99,9,5,6,241,114.74,12735,SMS,3.54,36.88,Success,17548.24,Phone,2.84,244
EVT_001532,PGM_00214,GEO_0174,Inverse mobile pricing structure,Webinar,2017-11-13,401,2,106,12,85,139,297,83.05,12655,Email,2.34,85.72,Failed,13965.59,In-person,37.68,279
EVT_001533,PGM_00469,GEO_0115,Fully-configurable static adapter,Conference,2020-04-09,233,1,162,17,36,3,154,31.1,5132,In-person,4.26,95.29,Failed,1177.54,SMS,90.0,331
EVT_001534,PGM_00351,GEO_0191,Virtual client-server projection,Webinar,2021-06-15,400,4,104,8,50,222,210,116.98,17115,Phone,3.09,16.83,Partial,19202.27,In-person,8.79,193
EVT_001535,PGM_00204,GEO_0014,Reverse-engineered responsive functionalities,Webinar,2023-06-27,427,3,151,13,21,242,311,99.53,5226,SMS,3.49,24.56,Partial,8064.42,Online,5.15,447
EVT_001536,PGM_00383,GEO_0100,Visionary content-based emulation,Outreach,2018-08-20,147,3,118,5,40,90,275,97.4,13540,Phone,4.16,26.24,Success,16491.7,Phone,62.93,81
EVT_001537,PGM_00485,GEO_0029,Expanded coherent encryption,Conference,2023-01-01,290,5,150,4,47,233,48,102.9,16591,In-person,4.97,93.43,Partial,8851.86,SMS,8.38,431
EVT_001538,PGM_00434,GEO_0105,Assimilated executive projection,Outreach,2023-08-06,420,1,119,4,61,438,341,114.82,18261,Email,2.07,25.44,Partial,18418.95,Online,44.67,293
EVT_001539,PGM_00068,GEO_0198,Enhanced didactic hardware,Conference,2020-02-18,360,2,100,13,2,418,103,16.53,17834,Email,3.49,73.6,Success,14911.1,Phone,52.18,107
EVT_001540,PGM_00268,GEO_0048,Right-sized optimal array,Training,2023-08-07,57,4,134,8,27,27,185,16.49,3214,In-person,4.82,27.07,Partial,10575.54,Online,72.44,99
EVT_001541,PGM_00492,GEO_0065,Total multi-tasking budgetary management,Training,2017-06-02,372,4,121,12,0,319,123,58.64,4600,Phone,4.02,16.1,Success,16758.01,In-person,18.41,206
EVT_001542,PGM_00149,GEO_0168,Up-sized user-facing customer loyalty,Training,2022-07-09,171,3,146,4,0,238,134,112.79,5537,In-person,4.42,36.15,Success,17581.16,Online,14.55,98
EVT_001543,PGM_00223,GEO_0122,Automated incremental ability,Webinar,2016-10-05,104,2,176,20,12,380,351,23.63,7314,In-person,3.89,3.65,Failed,591.2,Online,65.37,369
EVT_001544,PGM_00141,GEO_0056,Implemented eco-centric paradigm,Outreach,2020-12-14,249,1,46,4,93,380,176,35.23,1179,Phone,3.19,66.03,Success,19260.01,Online,20.9,289
EVT_001545,PGM_00152,GEO_0007,Proactive zero administration ability,Training,2024-11-30,92,1,53,17,33,262,50,51.93,11641,Email,4.59,57.88,Failed,988.69,Online,29.28,122
EVT_001546,PGM_00352,GEO_0031,Organic eco-centric flexibility,Training,2022-12-17,243,1,129,3,74,311,71,11.88,6958,Email,1.25,22.62,Partial,19404.94,Phone,86.63,423
EVT_001547,PGM_00073,GEO_0053,Vision-oriented human-resource data-warehouse,Webinar,2019-07-02,325,2,194,18,76,3,344,13.96,4644,Email,3.92,95.42,Partial,9457.8,SMS,50.53,151
EVT_001548,PGM_00231,GEO_0144,Total system-worthy concept,Outreach,2019-05-02,469,3,144,3,100,310,416,91.82,12627,Phone,2.84,1.38,Success,13057.97,SMS,74.32,264
EVT_001549,PGM_00311,GEO_0024,Cross-group mission-critical capability,Training,2016-07-21,230,5,109,10,80,17,290,115.99,3602,SMS,4.13,92.18,Failed,2244.72,Online,45.69,81
EVT_001550,PGM_00328,GEO_0079,Team-oriented client-driven complexity,Webinar,2016-04-02,174,2,140,20,29,119,336,26.13,5735,Phone,1.19,64.97,Success,9266.65,Phone,77.74,339
EVT_001551,PGM_00134,GEO_0109,Cross-platform bandwidth-monitored process improvement,Conference,2021-09-14,93,2,82,10,80,222,296,38.83,9,In-person,2.94,34.8,Partial,19628.79,Phone,70.9,376
EVT_001552,PGM_00116,GEO_0189,Multi-channeled 6thgeneration architecture,Outreach,2018-03-11,368,2,166,3,14,393,281,106.37,2826,SMS,1.18,39.86,Partial,1313.91,SMS,28.7,179
EVT_001553,PGM_00424,GEO_0030,Secured composite groupware,Webinar,2017-11-25,105,2,136,18,56,34,138,27.54,17753,Email,1.68,58.19,Partial,19578.34,SMS,44.79,325
EVT_001554,PGM_00481,GEO_0109,Organic heuristic benchmark,Conference,2020-05-17,107,4,89,11,14,173,286,10.91,3270,SMS,2.01,92.88,Partial,18969.89,In-person,21.16,288
EVT_001555,PGM_00440,GEO_0007,Inverse zero administration database,Conference,2023-09-22,273,2,66,9,40,99,199,78.64,16016,Phone,1.83,10.44,Failed,12502.24,Phone,3.9,316
EVT_001556,PGM_00084,GEO_0024,Open-source intermediate algorithm,Training,2023-12-03,267,5,69,18,29,104,181,63.25,17922,SMS,1.59,49.39,Partial,12182.23,Online,13.65,329
EVT_001557,PGM_00390,GEO_0131,Devolved eco-centric adapter,Outreach,2015-11-21,488,3,49,20,59,483,463,50.58,6220,SMS,1.29,94.34,Partial,15186.38,Online,92.29,109
EVT_001558,PGM_00401,GEO_0122,Decentralized methodical challenge,Conference,2025-10-04,57,3,198,13,19,329,236,4.65,15507,Email,4.47,43.53,Partial,6883.19,Phone,29.63,426
EVT_001559,PGM_00330,GEO_0028,Monitored grid-enabled frame,Outreach,2019-03-03,105,2,135,0,49,105,192,13.11,19184,SMS,4.84,12.24,Success,18388.4,In-person,21.8,145
EVT_001560,PGM_00157,GEO_0145,Cross-group optimal protocol,Webinar,2023-07-26,316,2,103,10,1,314,35,109.15,11968,In-person,2.71,27.39,Failed,15022.85,SMS,37.91,320
EVT_001561,PGM_00269,GEO_0013,Cross-group 24/7 core,Training,2016-07-25,407,3,30,14,45,59,375,97.2,5314,In-person,4.8,45.29,Failed,635.14,In-person,30.31,343
EVT_001562,PGM_00076,GEO_0176,Customizable mobile strategy,Outreach,2020-03-15,478,2,69,9,49,8,54,108.55,18601,Email,1.78,93.16,Success,18422.29,SMS,62.95,387
EVT_001563,PGM_00300,GEO_0059,User-friendly disintermediate framework,Conference,2022-05-29,36,1,98,17,45,235,226,31.77,12451,Email,2.72,34.42,Failed,14768.01,Phone,55.53,359
EVT_001564,PGM_00480,GEO_0120,Distributed executive migration,Conference,2025-03-30,297,1,76,4,70,212,389,8.18,13551,Phone,2.86,10.94,Partial,6108.16,In-person,88.01,426
EVT_001565,PGM_00459,GEO_0078,Upgradable full-range neural-net,Training,2022-06-03,185,5,40,11,68,434,150,94.83,9329,SMS,1.46,41.27,Partial,446.92,Phone,31.52,197
EVT_001566,PGM_00042,GEO_0035,Future-proofed client-server throughput,Training,2019-07-28,11,5,0,11,72,493,363,112.06,1242,SMS,3.78,85.68,Success,7378.22,SMS,79.88,327
EVT_001567,PGM_00349,GEO_0177,Business-focused dedicated throughput,Conference,2025-05-30,126,2,167,19,14,134,388,48.55,19711,In-person,2.6,28.93,Partial,18231.69,Online,61.92,496
EVT_001568,PGM_00489,GEO_0199,Synergistic static collaboration,Conference,2018-09-27,167,4,23,6,15,236,379,118.73,18955,SMS,2.73,66.19,Partial,11613.66,Online,42.49,310
EVT_001569,PGM_00283,GEO_0073,Multi-channeled attitude-oriented productivity,Training,2023-10-23,492,2,18,8,71,415,194,92.24,3040,In-person,1.83,7.03,Partial,12031.88,Online,22.76,260
EVT_001570,PGM_00128,GEO_0099,Upgradable asymmetric algorithm,Webinar,2024-03-27,89,2,161,1,67,498,223,15.51,17314,In-person,3.91,10.6,Partial,14686.7,Phone,86.16,118
EVT_001571,PGM_00259,GEO_0092,Balanced value-added infrastructure,Outreach,2025-09-05,326,2,101,15,6,332,239,85.13,17467,Phone,2.77,87.53,Success,18940.69,SMS,63.86,333
EVT_001572,PGM_00219,GEO_0008,Decentralized tertiary project,Webinar,2021-11-16,431,2,170,1,53,42,172,18.83,5565,Email,4.48,12.19,Partial,15469.23,SMS,94.91,287
EVT_001573,PGM_00103,GEO_0022,Distributed secondary task-force,Conference,2020-08-11,23,3,96,6,61,103,13,52.15,8140,In-person,1.85,91.22,Partial,6603.51,In-person,15.04,276
EVT_001574,PGM_00083,GEO_0039,Persevering directional utilization,Outreach,2022-07-17,6,3,104,6,71,198,109,100.79,8415,In-person,4.58,68.9,Failed,3236.98,In-person,2.49,307
EVT_001575,PGM_00108,GEO_0171,Triple-buffered homogeneous migration,Webinar,2019-07-05,489,4,88,0,60,335,189,95.69,18047,Email,3.64,75.11,Partial,11127.9,SMS,78.9,99
EVT_001576,PGM_00200,GEO_0175,Multi-layered transitional function,Outreach,2018-08-14,299,2,32,9,0,309,202,97.37,3373,Phone,2.66,22.47,Failed,3298.96,SMS,87.05,290
EVT_001577,PGM_00363,GEO_0057,Quality-focused transitional frame,Conference,2023-02-16,250,3,110,19,65,60,293,74.59,11032,Phone,2.2,96.75,Partial,2008.64,In-person,65.17,473
EVT_001578,PGM_00323,GEO_0024,Multi-layered demand-driven middleware,Training,2019-10-24,331,1,47,2,57,8,449,44.26,19976,Phone,4.88,44.24,Partial,5543.22,Phone,44.23,11
EVT_001579,PGM_00304,GEO_0069,Expanded content-based concept,Conference,2019-02-10,54,4,197,6,5,456,459,4.57,11128,Email,4.73,38.64,Success,7033.44,SMS,98.41,185
EVT_001580,PGM_00202,GEO_0199,Object-based fault-tolerant hardware,Training,2017-02-28,374,2,42,7,79,48,76,43.23,7952,SMS,2.54,24.3,Success,2850.77,SMS,99.44,56
EVT_001581,PGM_00297,GEO_0157,Multi-lateral system-worthy matrices,Training,2016-05-28,353,1,17,10,96,405,372,101.59,12179,Phone,4.24,53.84,Partial,16124.88,Phone,83.27,476
EVT_001582,PGM_00052,GEO_0006,Decentralized optimal capability,Training,2021-04-03,311,3,73,12,41,447,137,62.17,3543,SMS,3.4,62.65,Success,11828.23,In-person,33.1,500
EVT_001583,PGM_00348,GEO_0171,Persistent optimal benchmark,Training,2023-06-19,482,3,47,11,85,275,72,98.74,16551,In-person,4.88,30.75,Success,1918.73,Phone,86.79,94
EVT_001584,PGM_00315,GEO_0090,Diverse asynchronous infrastructure,Outreach,2022-04-29,77,3,100,8,57,287,407,20.81,2654,In-person,1.62,4.59,Success,8844.6,SMS,56.33,275
EVT_001585,PGM_00077,GEO_0116,Assimilated bottom-line workforce,Webinar,2019-05-25,83,5,7,6,10,113,487,39.96,6798,SMS,2.09,89.49,Partial,182.42,Online,5.05,294
EVT_001586,PGM_00151,GEO_0126,Mandatory homogeneous array,Outreach,2025-05-20,185,4,107,4,80,152,482,97.28,16242,Email,4.0,79.85,Partial,4366.6,Phone,61.31,155
EVT_001587,PGM_00153,GEO_0001,Re-engineered encompassing benchmark,Training,2020-01-11,89,3,101,12,86,69,382,22.02,15577,Email,4.92,30.99,Partial,16731.22,Online,34.05,19
EVT_001588,PGM_00102,GEO_0197,Synergized cohesive definition,Training,2016-12-13,490,5,200,4,85,98,68,94.93,2536,SMS,3.95,33.61,Failed,18848.52,Phone,15.62,231
EVT_001589,PGM_00395,GEO_0164,Profit-focused methodical implementation,Training,2023-05-12,384,2,197,13,32,1,486,83.94,12694,Email,1.7,62.77,Success,913.08,Online,75.45,162
EVT_001590,PGM_00398,GEO_0023,Vision-oriented grid-enabled pricing structure,Conference,2021-04-17,444,1,137,0,89,132,277,53.73,7149,SMS,3.13,3.03,Failed,5854.88,In-person,72.1,301
EVT_001591,PGM_00220,GEO_0067,Realigned solution-oriented adapter,Training,2021-12-21,173,5,165,20,1,130,264,112.52,10824,Email,1.11,30.94,Failed,3847.15,Online,84.78,219
EVT_001592,PGM_00372,GEO_0023,Synergistic incremental forecast,Webinar,2017-08-11,59,5,1,14,24,27,75,42.04,283,Email,3.75,95.58,Success,15476.85,In-person,9.02,500
EVT_001593,PGM_00306,GEO_0024,Organized intermediate workforce,Conference,2017-10-18,79,2,100,18,71,267,80,71.04,12021,SMS,3.77,42.71,Failed,7138.91,Phone,69.75,291
EVT_001594,PGM_00114,GEO_0073,Ameliorated asymmetric moderator,Training,2020-11-20,438,3,164,5,55,130,400,102.2,6983,In-person,2.01,53.53,Success,11884.14,Online,86.95,395
EVT_001595,PGM_00269,GEO_0088,Cross-platform local array,Training,2023-10-29,36,5,160,19,85,51,267,23.99,18023,In-person,1.39,52.19,Failed,2517.28,Online,26.71,177
EVT_001596,PGM_00391,GEO_0063,Integrated national circuit,Conference,2020-12-12,44,4,11,7,86,9,307,83.45,15612,In-person,4.25,12.73,Success,2746.37,In-person,40.57,176
EVT_001597,PGM_00256,GEO_0186,Distributed discrete website,Conference,2023-10-28,75,3,155,4,29,409,315,39.39,19163,SMS,3.83,64.91,Success,4051.23,Phone,11.01,244
EVT_001598,PGM_00180,GEO_0133,Visionary transitional instruction set,Conference,2021-03-24,347,4,65,16,19,290,56,21.77,2983,Email,2.76,22.18,Success,12804.9,Phone,71.29,36
EVT_001599,PGM_00454,GEO_0081,Triple-buffered bandwidth-monitored emulation,Webinar,2017-04-09,312,3,190,5,0,325,376,9.86,14753,Email,3.25,19.7,Partial,17128.34,Phone,28.55,346
EVT_001600,PGM_00370,GEO_0195,Optimized dedicated projection,Webinar,2019-05-20,465,1,109,8,48,350,357,57.12,9248,Phone,2.63,70.19,Failed,14878.54,SMS,69.87,253
EVT_001601,PGM_00255,GEO_0190,Integrated zero tolerance focus group,Outreach,2020-03-31,403,2,83,13,48,323,195,67.78,8185,SMS,1.62,44.35,Success,8659.34,Phone,7.5,478
EVT_001602,PGM_00059,GEO_0120,Enterprise-wide bifurcated utilization,Outreach,2024-06-14,470,5,180,10,77,419,34,33.75,18935,Email,4.22,91.06,Partial,11476.13,In-person,52.81,170
EVT_001603,PGM_00278,GEO_0168,Synergistic incremental complexity,Conference,2020-10-23,472,2,115,6,64,270,331,76.41,5994,In-person,1.6,28.96,Failed,16102.8,In-person,93.23,492
EVT_001604,PGM_00135,GEO_0025,Upgradable responsive benchmark,Outreach,2019-08-17,389,2,28,10,29,360,243,104.94,898,Phone,4.4,32.21,Failed,18718.15,Online,3.94,63
EVT_001605,PGM_00050,GEO_0067,Down-sized attitude-oriented ability,Conference,2024-03-30,499,1,21,3,9,415,85,2.88,8101,In-person,4.16,51.01,Failed,1921.26,In-person,91.4,104
EVT_001606,PGM_00400,GEO_0077,Open-architected methodical protocol,Outreach,2024-06-10,6,3,114,8,89,195,267,119.23,15485,In-person,3.38,14.8,Success,7484.5,Online,26.2,305
EVT_001607,PGM_00419,GEO_0008,Re-engineered 4thgeneration implementation,Webinar,2025-07-20,462,4,65,8,28,326,201,52.91,8056,Phone,1.24,9.45,Failed,12859.35,SMS,95.73,128
EVT_001608,PGM_00157,GEO_0139,Sharable discrete process improvement,Conference,2021-10-06,91,3,125,15,2,275,196,4.44,17022,SMS,1.94,1.68,Success,9026.97,SMS,94.57,182
EVT_001609,PGM_00293,GEO_0169,Devolved real-time middleware,Webinar,2017-08-22,436,2,115,12,98,417,357,75.42,9375,SMS,1.64,55.52,Failed,19703.93,In-person,57.85,339
EVT_001610,PGM_00498,GEO_0176,Reduced intermediate support,Conference,2025-09-15,177,2,54,14,24,409,179,99.67,13461,Phone,1.33,73.36,Success,791.06,Phone,60.34,306
EVT_001611,PGM_00495,GEO_0030,Reactive needs-based workforce,Outreach,2019-08-01,266,5,191,1,95,129,484,116.15,13667,In-person,2.79,99.58,Partial,155.59,In-person,9.03,466
EVT_001612,PGM_00107,GEO_0102,Versatile even-keeled leverage,Training,2023-09-21,236,5,192,11,78,328,342,106.89,17635,In-person,2.25,65.1,Success,7512.21,In-person,68.86,334
EVT_001613,PGM_00198,GEO_0181,Vision-oriented client-driven website,Conference,2017-11-22,373,4,118,15,30,156,139,29.49,2221,In-person,3.73,74.95,Partial,13155.78,Phone,6.37,320
EVT_001614,PGM_00154,GEO_0072,Switchable grid-enabled parallelism,Training,2023-03-28,61,1,12,6,51,489,157,96.4,6459,SMS,2.21,71.7,Failed,9027.52,In-person,28.77,122
EVT_001615,PGM_00395,GEO_0188,Public-key full-range hardware,Outreach,2016-12-06,150,5,136,5,63,48,299,12.52,13261,In-person,1.62,16.41,Partial,15404.44,Phone,56.69,298
EVT_001616,PGM_00173,GEO_0104,Compatible upward-trending approach,Outreach,2018-04-08,181,5,145,0,24,500,398,111.94,19736,SMS,2.97,16.38,Partial,1555.45,Phone,9.48,368
EVT_001617,PGM_00409,GEO_0048,Innovative reciprocal implementation,Webinar,2016-04-07,201,3,161,11,81,197,155,37.3,105,SMS,2.07,67.88,Success,313.11,SMS,95.74,94
EVT_001618,PGM_00399,GEO_0193,Ameliorated incremental complexity,Conference,2022-04-15,324,3,1,9,28,419,216,76.99,2096,Phone,2.06,95.47,Partial,11036.03,Online,26.41,383
EVT_001619,PGM_00110,GEO_0099,Re-engineered radical migration,Conference,2022-09-07,414,2,2,1,12,126,403,112.05,5680,Email,3.68,61.86,Failed,7877.75,In-person,40.06,175
EVT_001620,PGM_00047,GEO_0029,Innovative next generation Graphic Interface,Webinar,2024-04-28,469,3,114,15,20,445,312,58.15,4126,In-person,4.25,83.73,Failed,3976.52,In-person,77.4,59
EVT_001621,PGM_00364,GEO_0151,Universal directional model,Outreach,2023-01-28,178,2,166,11,87,332,431,111.46,8056,SMS,4.43,2.05,Partial,14913.8,SMS,58.57,491
EVT_001622,PGM_00095,GEO_0172,Distributed national open architecture,Webinar,2023-01-01,324,1,121,13,64,249,39,92.12,13589,In-person,1.99,95.91,Failed,15034.92,In-person,84.14,497
EVT_001623,PGM_00285,GEO_0175,Upgradable content-based hierarchy,Webinar,2023-08-06,389,4,127,7,22,337,239,31.13,964,Email,1.82,63.27,Success,1551.59,SMS,18.87,386
EVT_001624,PGM_00433,GEO_0148,De-engineered dedicated installation,Training,2018-10-25,381,1,44,0,59,248,349,117.72,10392,Phone,2.52,35.61,Failed,9438.98,Online,50.82,297
EVT_001625,PGM_00316,GEO_0116,Down-sized analyzing instruction set,Training,2021-03-27,428,5,61,17,67,468,119,67.46,15911,In-person,2.15,52.29,Success,1833.51,SMS,58.06,48
EVT_001626,PGM_00132,GEO_0159,Self-enabling 24/7 capability,Webinar,2024-11-05,422,5,129,12,71,374,499,93.29,6502,SMS,3.91,86.43,Success,11730.92,Online,11.22,317
EVT_001627,PGM_00486,GEO_0162,Re-contextualized non-volatile portal,Outreach,2022-08-05,229,3,186,16,81,175,467,16.65,3486,SMS,3.29,99.96,Success,6278.06,Phone,48.34,62
EVT_001628,PGM_00426,GEO_0120,Organic tangible complexity,Webinar,2021-08-28,41,5,59,13,8,236,326,42.24,4718,SMS,4.74,10.0,Partial,7479.33,SMS,64.26,147
EVT_001629,PGM_00450,GEO_0153,Polarized cohesive database,Conference,2019-09-19,369,2,73,9,86,24,217,91.64,8455,Email,4.16,56.88,Success,9674.71,In-person,22.74,381
EVT_001630,PGM_00294,GEO_0129,Realigned national Graphical User Interface,Conference,2019-10-26,431,4,132,6,30,107,443,81.88,10842,Phone,3.04,10.66,Success,15910.51,Online,75.37,423
